Title,First Name,E-mail Address,Business Street,Company
"FUNDACIJA VINCENCA DRAKSLERJA ZA ODVISNIKE - USTANOVA ZA ZDRAVLJENJE ODVISNIKOV, POMOČ ODVISNIKOM IN NJIHOVIM SVOJCEM, SO.P.","FUNDACIJA VINCENCA DRAKSLERJA ZA ODVISNIKE - USTANOVA ZA ZDRAVLJENJE ODVISNIKOV, POMOČ ODVISNIKOM IN NJIHOVIM SVOJCEM, SO.P.",,"Slovenski trg 1, 4000 Kranj",", FUNDACIJA VINCENCA DRAKSLERJA ZA ODVISNIKE - USTANOVA ZA ZDRAVLJENJE ODVISNIKOV, POMOČ ODVISNIKOM IN NJIHOVIM SVOJCEM, SO.P."
USTANOVA LUTKOVNIH USTVARJALCEV,USTANOVA LUTKOVNIH USTVARJALCEV,,"Draveljska ulica 44, 1000 Ljubljana",", USTANOVA LUTKOVNIH USTVARJALCEV"
USTANOVA ''VELENJSKA KNJIŽNA FUNDACIJA'',USTANOVA ''VELENJSKA KNJIŽNA FUNDACIJA'',,"Stari trg 26, 3320 Velenje",", USTANOVA ''VELENJSKA KNJIŽNA FUNDACIJA''"
"FUNDACIJA JANEZ VAJKARD VALVASOR, USTANOVA ZA PROUČEVANJE IN OHRANJANJE SLOVENSKE KULTURNE DEDIŠČINE","FUNDACIJA JANEZ VAJKARD VALVASOR, USTANOVA ZA PROUČEVANJE IN OHRANJANJE SLOVENSKE KULTURNE DEDIŠČINE",,"Novi trg 3, 1000 Ljubljana",", FUNDACIJA JANEZ VAJKARD VALVASOR, USTANOVA ZA PROUČEVANJE IN OHRANJANJE SLOVENSKE KULTURNE DEDIŠČINE"
REGIONALNA USTANOVA - CENTER ZA RAZVOJ FINANC,REGIONALNA USTANOVA - CENTER ZA RAZVOJ FINANC,,"Cankarjeva cesta 18, 1000 Ljubljana",", REGIONALNA USTANOVA - CENTER ZA RAZVOJ FINANC"
USTANOVA ŠTIPENDIJSKA FUNDACIJA ADAMA BOHORIČA KRŠKO,USTANOVA ŠTIPENDIJSKA FUNDACIJA ADAMA BOHORIČA KRŠKO,,"Cesta krških žrtev 46, 8270 Krško",", USTANOVA ŠTIPENDIJSKA FUNDACIJA ADAMA BOHORIČA KRŠKO"
USTANOVA ZA OBNOVO IN OŽIVITEV NARODNEGA DOMA,USTANOVA ZA OBNOVO IN OŽIVITEV NARODNEGA DOMA,,"Sokolska ulica 1, 8000 Novo mesto",", USTANOVA ZA OBNOVO IN OŽIVITEV NARODNEGA DOMA"
USTANOVA KULTURNO UMETNOSTNEGA SPOMENIKA SAMOSTANSKEGA KOMPLEKSA OLIMJE,USTANOVA KULTURNO UMETNOSTNEGA SPOMENIKA SAMOSTANSKEGA KOMPLEKSA OLIMJE,,"Olimje 82, 3254 Podčetrtek",", USTANOVA KULTURNO UMETNOSTNEGA SPOMENIKA SAMOSTANSKEGA KOMPLEKSA OLIMJE"
"TAVČARJEV SKLAD NA LOŠKEM, USTANOVA","TAVČARJEV SKLAD NA LOŠKEM, USTANOVA",,"Šolska ulica 6, 4220 Škofja Loka",", TAVČARJEV SKLAD NA LOŠKEM, USTANOVA"
USTANOVA ARTERIJA - FUNDACIJA ZA SLOVENSKO SODOBNO UMETNOST,USTANOVA ARTERIJA - FUNDACIJA ZA SLOVENSKO SODOBNO UMETNOST,,"Windischerjeva ulica 2, 1000 Ljubljana",", USTANOVA ARTERIJA - FUNDACIJA ZA SLOVENSKO SODOBNO UMETNOST"
USTANOVA - CENTER ZA EVROPSKO PRIHODNOST,USTANOVA - CENTER ZA EVROPSKO PRIHODNOST,,"Grajska cesta 1, 1234 Mengeš",", USTANOVA - CENTER ZA EVROPSKO PRIHODNOST"
MEDNARODNA USTANOVA - FORUM SLOVANSKIH KULTUR,MEDNARODNA USTANOVA - FORUM SLOVANSKIH KULTUR,,"Mestni trg 18, 1000 Ljubljana",", MEDNARODNA USTANOVA - FORUM SLOVANSKIH KULTUR"
"SINTESIO, USTANOVA","SINTESIO, USTANOVA",,"Ljubljanska cesta 24 A, 4000 Kranj",", SINTESIO, USTANOVA"
"SKLAD DELA SPODNJE PODRAVJE, USTANOVA ZA IZVAJANJE AKTIVNE POLITIKE ZAPOSLOVANJA","SKLAD DELA SPODNJE PODRAVJE, USTANOVA ZA IZVAJANJE AKTIVNE POLITIKE ZAPOSLOVANJA",,"Aškerčeva ulica 1, 2250 Ptuj",", SKLAD DELA SPODNJE PODRAVJE, USTANOVA ZA IZVAJANJE AKTIVNE POLITIKE ZAPOSLOVANJA"
USTANOVA FUNDACIJA SADNI GOZD,USTANOVA FUNDACIJA SADNI GOZD,,"Titov trg 2, 3320 Velenje",", USTANOVA FUNDACIJA SADNI GOZD"
"Ustanova v objemu skupnosti Kidričevo, ustanova za pomoč osebam iz ranljivih skupin občine Kidričevo","Ustanova v objemu skupnosti Kidričevo, ustanova za pomoč osebam iz ranljivih skupin občine Kidričevo",,"Ulica Borisa Kraigherja 25, 2325 Kidričevo",", Ustanova v objemu skupnosti Kidričevo, ustanova za pomoč osebam iz ranljivih skupin občine Kidričevo"
USTANOVA ZA POMOČ OTROKU Z RAKOM,USTANOVA ZA POMOČ OTROKU Z RAKOM,,"Bohoričeva ulica 20, 1000 Ljubljana",", USTANOVA ZA POMOČ OTROKU Z RAKOM"
USTANOVA SLOVENSKA ZNANSTVENA FUNDACIJA,USTANOVA SLOVENSKA ZNANSTVENA FUNDACIJA,,"Štefanova ulica 15, 1000 Ljubljana",", USTANOVA SLOVENSKA ZNANSTVENA FUNDACIJA"
USTANOVA HIŠA EKSPERIMENTOV,USTANOVA HIŠA EKSPERIMENTOV,,"Trubarjeva cesta 39, 1000 Ljubljana",", USTANOVA HIŠA EKSPERIMENTOV"
