Title,First Name,E-mail Address,Business Street,Company
"MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČINE DOLENJSKE TOPLICE, OBČINE MIRNA PEČ, OBČINE ŽUŽEMBERK IN OBČINE STRAŽA","MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČINE DOLENJSKE TOPLICE, OBČINE MIRNA PEČ, OBČINE ŽUŽEMBERK IN OBČINE STRAŽA",inspektorat@dolenjske-toplice.si,"Sokolski trg 4, 8350 Dolenjske Toplice",", MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČINE DOLENJSKE TOPLICE, OBČINE MIRNA PEČ, OBČINE ŽUŽEMBERK IN OBČINE STRAŽA"
MEDOBČINSKI INŠPEKTORAT KRANJ,MEDOBČINSKI INŠPEKTORAT KRANJ,medobcinski.inspektorat@kranj.si,"Slovenski trg 1, 4000 Kranj",", MEDOBČINSKI INŠPEKTORAT KRANJ"
MEDOBČINSKA INŠPEKCIJA IN REDARSTVO OBČIN BELE KRAJINE,MEDOBČINSKA INŠPEKCIJA IN REDARSTVO OBČIN BELE KRAJINE,vlado.drazumeric@crnomelj.si,"Trg svobode 3, 8340 Črnomelj",", MEDOBČINSKA INŠPEKCIJA IN REDARSTVO OBČIN BELE KRAJINE"
"MEDOBČINSKA UPRAVA OBČIN BOVEC, KOBARID, TOLMIN IN KANAL OB SOČI","MEDOBČINSKA UPRAVA OBČIN BOVEC, KOBARID, TOLMIN IN KANAL OB SOČI",obcina.kanal@obcina-kanal.si,"Trg golobarskih žrtev 8, 5230 Bovec",", MEDOBČINSKA UPRAVA OBČIN BOVEC, KOBARID, TOLMIN IN KANAL OB SOČI"
"MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN DIVAČA, HRPELJE-KOZINA, KOMEN IN SEŽANA","MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN DIVAČA, HRPELJE-KOZINA, KOMEN IN SEŽANA",soou@sezana.si,"Partizanska cesta 4, 6210 Sežana",", MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN DIVAČA, HRPELJE-KOZINA, KOMEN IN SEŽANA"
SKUPNA SLUŽBA NOTRANJE REVIZIJE KRANJ,SKUPNA SLUŽBA NOTRANJE REVIZIJE KRANJ,notranjarevizija@kranj.si,"Slovenski trg 1, 4000 Kranj",", SKUPNA SLUŽBA NOTRANJE REVIZIJE KRANJ"
MEDOBČINSKA UPRAVA OBČIN KOSTEL IN OSILNICA,MEDOBČINSKA UPRAVA OBČIN KOSTEL IN OSILNICA,medobcinska.uprava@kostel.si,"Vas 4, 1336 Kostel",", MEDOBČINSKA UPRAVA OBČIN KOSTEL IN OSILNICA"
Medobčinski urad za varstvo okolja in ohranjanje narave,Medobčinski urad za varstvo okolja in ohranjanje narave,mestna.obcina@maribor.si,"Slovenska ulica 40, 2000 Maribor",", Medobčinski urad za varstvo okolja in ohranjanje narave"
SKUPNA OBČINSKA UPRAVA MIRNSKA IN TEMENIŠKA DOLINA,SKUPNA OBČINSKA UPRAVA MIRNSKA IN TEMENIŠKA DOLINA,inspektorat@mokronog-trebelno.si,"Pod gradom 2, 8230 Mokronog",", SKUPNA OBČINSKA UPRAVA MIRNSKA IN TEMENIŠKA DOLINA"
"MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČINE BLED, BOHINJ IN ŽELEZNIKI","MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČINE BLED, BOHINJ IN ŽELEZNIKI",obcina@bled.si,"Cesta svobode 13, 4260 Bled",", MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČINE BLED, BOHINJ IN ŽELEZNIKI"
"MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN DOL PRI LJUBLJANI, IVANČNA GORICA, LITIJA IN ŠMARTNO PRI LITIJI","MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN DOL PRI LJUBLJANI, IVANČNA GORICA, LITIJA IN ŠMARTNO PRI LITIJI",inspektorat.litija@litija.si,"Jerebova ulica 14, 1270 Litija",", MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN DOL PRI LJUBLJANI, IVANČNA GORICA, LITIJA IN ŠMARTNO PRI LITIJI"
"MEDOBČINSKI INŠPEKTORAT - SKUPNI PREKRŠKOVNI ORGAN OBČINSKIH UPRAV OBČIN BISTRICA OB SOTLI, BREŽICE, KRŠKO, RADEČE IN SEVNICA","MEDOBČINSKI INŠPEKTORAT - SKUPNI PREKRŠKOVNI ORGAN OBČINSKIH UPRAV OBČIN BISTRICA OB SOTLI, BREŽICE, KRŠKO, RADEČE IN SEVNICA",spo.krsko@krsko.si,"Cesta krških žrtev 15, 8270 Krško",", MEDOBČINSKI INŠPEKTORAT - SKUPNI PREKRŠKOVNI ORGAN OBČINSKIH UPRAV OBČIN BISTRICA OB SOTLI, BREŽICE, KRŠKO, RADEČE IN SEVNICA"
SKUPNI ORGAN OBČINSKE UPRAVE ZA PODROČJE CIVILNE ZAŠČITE IN POŽARNE VARNOSTI,SKUPNI ORGAN OBČINSKE UPRAVE ZA PODROČJE CIVILNE ZAŠČITE IN POŽARNE VARNOSTI,obcina@smarje.si,"Aškerčev trg 11, 3240 Šmarje pri Jelšah",", SKUPNI ORGAN OBČINSKE UPRAVE ZA PODROČJE CIVILNE ZAŠČITE IN POŽARNE VARNOSTI"
"MEDOBČINSKA NOTRANJA REVIZIJSKA SLUŽBA OBČIN DIVAČA, HRPELJE - KOZINA, KOMEN IN SEŽANA","MEDOBČINSKA NOTRANJA REVIZIJSKA SLUŽBA OBČIN DIVAČA, HRPELJE - KOZINA, KOMEN IN SEŽANA",krista.gombac@sezana.si,"Partizanska cesta 4, 6210 Sežana",", MEDOBČINSKA NOTRANJA REVIZIJSKA SLUŽBA OBČIN DIVAČA, HRPELJE - KOZINA, KOMEN IN SEŽANA"
MEDOBČINSKA UPRAVA OBČIN MEŽIŠKE DOLINE,MEDOBČINSKA UPRAVA OBČIN MEŽIŠKE DOLINE,obcina@ravne.si,"Gačnikova pot 5, 2390 Ravne na Koroškem",", MEDOBČINSKA UPRAVA OBČIN MEŽIŠKE DOLINE"
"Medobčinski inšpektorat občin Beltinci, Črenšovci, Odranci, Turnišče in Velika Polana","Medobčinski inšpektorat občin Beltinci, Črenšovci, Odranci, Turnišče in Velika Polana",alenka.marosa@beltinci.si,"Mladinska ulica 2, 9231 Beltinci",", Medobčinski inšpektorat občin Beltinci, Črenšovci, Odranci, Turnišče in Velika Polana"
"MEDOBČINSKA INŠPEKCIJA, REDARSTVO IN VARSTVO OKOLJA","MEDOBČINSKA INŠPEKCIJA, REDARSTVO IN VARSTVO OKOLJA",info@velenje.si,"Titov trg 1, 3320 Velenje",", MEDOBČINSKA INŠPEKCIJA, REDARSTVO IN VARSTVO OKOLJA"
"MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN POSTOJNA, CERKNICA, PIVKA, LOŠKA DOLINA IN BLOKE","MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN POSTOJNA, CERKNICA, PIVKA, LOŠKA DOLINA IN BLOKE",inspektorat@postojna.si,"Jeršice 3, 6230 Postojna",", MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN POSTOJNA, CERKNICA, PIVKA, LOŠKA DOLINA IN BLOKE"
"MEDOBČINSKI INŠPEKTORAT IN REDARSTVO MESTNE OBČINE CELJE, OBČINE LAŠKO, OBČINE ŠTORE IN OBČINE ŽALEC","MEDOBČINSKI INŠPEKTORAT IN REDARSTVO MESTNE OBČINE CELJE, OBČINE LAŠKO, OBČINE ŠTORE IN OBČINE ŽALEC",inspektorat@celje.si,"Trg celjskih knezov 9, 3000 Celje",", MEDOBČINSKI INŠPEKTORAT IN REDARSTVO MESTNE OBČINE CELJE, OBČINE LAŠKO, OBČINE ŠTORE IN OBČINE ŽALEC"
MEDOBČINSKI INŠPEKTORAT IN REDARSTVO,MEDOBČINSKI INŠPEKTORAT IN REDARSTVO,inspektorat@trzin.si,"Mengeška cesta 9, 1236 Trzin",", MEDOBČINSKI INŠPEKTORAT IN REDARSTVO"
"MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN ŠENTJERNEJ, ŠKOCJAN, ŠMARJEŠKE TOPLICE IN KOSTANJEVICA NA KRKI","MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN ŠENTJERNEJ, ŠKOCJAN, ŠMARJEŠKE TOPLICE IN KOSTANJEVICA NA KRKI",medobcinski.inspektorat@sentjernej.si,"Trubarjeva cesta 5, 8310 Šentjernej",", MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN ŠENTJERNEJ, ŠKOCJAN, ŠMARJEŠKE TOPLICE IN KOSTANJEVICA NA KRKI"
MEDOBČINSKI INŠPEKTORAT IN REDARSTVO MARIBOR,MEDOBČINSKI INŠPEKTORAT IN REDARSTVO MARIBOR,medobcinski.inspektorat@maribor.si,"Zagrebška cesta 30, 2000 Maribor",", MEDOBČINSKI INŠPEKTORAT IN REDARSTVO MARIBOR"
"MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN GROSUPLJE, IG IN ŠKOFLJICA","MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN GROSUPLJE, IG IN ŠKOFLJICA",inspektorat@grosuplje.si,"Taborska cesta 1, 1290 Grosuplje",", MEDOBČINSKI INŠPEKTORAT IN REDARSTVO OBČIN GROSUPLJE, IG IN ŠKOFLJICA"
"MEDOBČINSKA UPRAVA OBČIN ORMOŽ, SREDIŠČE OB DRAVI IN SVETI TOMAŽ","MEDOBČINSKA UPRAVA OBČIN ORMOŽ, SREDIŠČE OB DRAVI IN SVETI TOMAŽ",boris.novak@ormoz.si,"Ptujska cesta 6, 2270 Ormož",", MEDOBČINSKA UPRAVA OBČIN ORMOŽ, SREDIŠČE OB DRAVI IN SVETI TOMAŽ"
MEDOBČINSKI INŠPEKTORAT KOROŠKE,MEDOBČINSKI INŠPEKTORAT KOROŠKE,medobcinski.inspektorat.koroske@dravograd.si,"Trg 4. julija 7, 2370 Dravograd",", MEDOBČINSKI INŠPEKTORAT KOROŠKE"
