Title,First Name,E-mail Address,Business Street,Company
VRABL - MIGLAR MAJA - LEKARNA,VRABL - MIGLAR MAJA - LEKARNA,,"Ulica Planinčevih 73, 2204 Miklavž na Dravskem polju",", VRABL - MIGLAR MAJA - LEKARNA"
POGAČNIK LEA - LEKARNA PLAVŽ,POGAČNIK LEA - LEKARNA PLAVŽ,,"Cesta maršala Tita 77, 4270 Jesenice",", POGAČNIK LEA - LEKARNA PLAVŽ"
JURJEVČIČ MARJAN - LEKARNAR,JURJEVČIČ MARJAN - LEKARNAR,,"Litijska cesta 43, 1000 Ljubljana",", JURJEVČIČ MARJAN - LEKARNAR"
"LEKARNA SANOFARM, TATJANA KOLAČKOVA","LEKARNA SANOFARM, TATJANA KOLAČKOVA",,"Celovška cesta 142, 1000 Ljubljana",", LEKARNA SANOFARM, TATJANA KOLAČKOVA"
RISTOV VENCO - LEKARNAR,RISTOV VENCO - LEKARNAR,,"Hrenova ulica 19, 1000 Ljubljana",", RISTOV VENCO - LEKARNAR"
DEŽMAN JULIJANA - LEKARNA DEŽMAN,DEŽMAN JULIJANA - LEKARNA DEŽMAN,,"Bratovševa ploščad 30, 1000 Ljubljana",", DEŽMAN JULIJANA - LEKARNA DEŽMAN"
"LEKARNA DRAVLJE, METKA MILOVANOVIČ","LEKARNA DRAVLJE, METKA MILOVANOVIČ",,"Ulica bratov Babnik 10, 1000 Ljubljana",", LEKARNA DRAVLJE, METKA MILOVANOVIČ"
POGAČNIK DARJA - LEKARNA POGAČNIK,POGAČNIK DARJA - LEKARNA POGAČNIK,,"Videm 54, 1262 Dol pri Ljubljani",", POGAČNIK DARJA - LEKARNA POGAČNIK"
"BARBARA VIDIČ RIJAVEC, MAG.FARM. - LEKARNAR","BARBARA VIDIČ RIJAVEC, MAG.FARM. - LEKARNAR",,"Ulica Matije Doljaka 12, 5250 Solkan",", BARBARA VIDIČ RIJAVEC, MAG.FARM. - LEKARNAR"
MARN SONJA - LEKARNA ZALOG,MARN SONJA - LEKARNA ZALOG,,"Zaloška cesta 269, 1000 Ljubljana",", MARN SONJA - LEKARNA ZALOG"
STAMENKOVIČ MARKO - LEKARNA ARNICA MONTANA,STAMENKOVIČ MARKO - LEKARNA ARNICA MONTANA,,"Knafelčeva ulica 31, 2000 Maribor",", STAMENKOVIČ MARKO - LEKARNA ARNICA MONTANA"
ŽUŽEK OLGA - LEKARNA ŽUŽEK,ŽUŽEK OLGA - LEKARNA ŽUŽEK,,"Tržaška cesta 118, 1000 Ljubljana",", ŽUŽEK OLGA - LEKARNA ŽUŽEK"
HORVAT CIRIL - LEKARNA,HORVAT CIRIL - LEKARNA,,"Glaserjev trg 1, 2311 Hoče",", HORVAT CIRIL - LEKARNA"
RANTAŠA NASTJA - LEKARNA V EUROPARKU,RANTAŠA NASTJA - LEKARNA V EUROPARKU,,"Pobreška cesta 18, 2000 Maribor",", RANTAŠA NASTJA - LEKARNA V EUROPARKU"
HROBAT DUŠAN - LEKARNA NOVE POLJANE,HROBAT DUŠAN - LEKARNA NOVE POLJANE,,"Gasparijeva ulica 2, 1000 Ljubljana",", HROBAT DUŠAN - LEKARNA NOVE POLJANE"
BITENC ROŠER SILVA - LEKARNA BITENC,BITENC ROŠER SILVA - LEKARNA BITENC,,"Cesta Ljubljanske brigade 33, 1000 Ljubljana",", BITENC ROŠER SILVA - LEKARNA BITENC"
TRAMTE TATJANA - LEKARNA KOMENDA,TRAMTE TATJANA - LEKARNA KOMENDA,,"Zadružna ulica 9, 1218 Komenda",", TRAMTE TATJANA - LEKARNA KOMENDA"
BABNIK BARBKA - LEKARNA BROD,BABNIK BARBKA - LEKARNA BROD,,"Tacenska cesta 120, 1000 Ljubljana",", BABNIK BARBKA - LEKARNA BROD"
VERŠNIK TANJA - LEKARNA GORNJI GRAD,VERŠNIK TANJA - LEKARNA GORNJI GRAD,,"Tlaka 10, 3342 Gornji grad",", VERŠNIK TANJA - LEKARNA GORNJI GRAD"
Lekarna Šalara - TJAŠA PODREKA,Lekarna Šalara - TJAŠA PODREKA,,"Obrtniška ulica 30, 6000 Koper - Capodistria",", Lekarna Šalara - TJAŠA PODREKA"
"LEKARNA BARSOS-H KONCESIONARKA DEA BARIČEVIČ, MAG. FARM.","LEKARNA BARSOS-H KONCESIONARKA DEA BARIČEVIČ, MAG. FARM.",,"Gregorčičeva ulica 9 A, 1000 Ljubljana",", LEKARNA BARSOS-H KONCESIONARKA DEA BARIČEVIČ, MAG. FARM."
PETRAČ ZDENKA - LEKARNA BREZJE,PETRAČ ZDENKA - LEKARNA BREZJE,,"Ulica borcev 1 B, 2000 Maribor",", PETRAČ ZDENKA - LEKARNA BREZJE"
LEKARNA SAVSKI OTOK - MARIJA AHAČIČ,LEKARNA SAVSKI OTOK - MARIJA AHAČIČ,,"Stara cesta 25 B, 4000 Kranj",", LEKARNA SAVSKI OTOK - MARIJA AHAČIČ"
LEVANIČ SUZANA - LEKARNA ZUPANČIČEVA JAMA,LEVANIČ SUZANA - LEKARNA ZUPANČIČEVA JAMA,,"Železna cesta 16, 1000 Ljubljana",", LEVANIČ SUZANA - LEKARNA ZUPANČIČEVA JAMA"
"MAG. IRENA RUPNIK RAVNIHAR, MAG.FARM. - LEKARNA NAKLO","MAG. IRENA RUPNIK RAVNIHAR, MAG.FARM. - LEKARNA NAKLO",,"Stara cesta 61, 4202 Naklo",", MAG. IRENA RUPNIK RAVNIHAR, MAG.FARM. - LEKARNA NAKLO"
"LEKARNA OPLOTNICA, JUSTINA LEŠNJAK, mag. farm.","LEKARNA OPLOTNICA, JUSTINA LEŠNJAK, mag. farm.",,"Ulica Pohorskega bataljona 11, 2317 Oplotnica",", LEKARNA OPLOTNICA, JUSTINA LEŠNJAK, mag. farm."
"LEKARNA JURŠINCI, TADEJA TOBIAS KLEMAR MAG. FARM.","LEKARNA JURŠINCI, TADEJA TOBIAS KLEMAR MAG. FARM.",,"Juršinci 3, 2256 Juršinci",", LEKARNA JURŠINCI, TADEJA TOBIAS KLEMAR MAG. FARM."
"LEKARNA DREN, NEŽKA PETEK MAG. FARM., SPEC.","LEKARNA DREN, NEŽKA PETEK MAG. FARM., SPEC.",,"Gačnikova pot 3, 2390 Ravne na Koroškem",", LEKARNA DREN, NEŽKA PETEK MAG. FARM., SPEC."
"LEKARNA POLJČANE BENJAMIN BAUMAN, MAG.FARM.","LEKARNA POLJČANE BENJAMIN BAUMAN, MAG.FARM.",,"Bistriška cesta 60, 2319 Poljčane",", LEKARNA POLJČANE BENJAMIN BAUMAN, MAG.FARM."
LEKARNA PRI SV. MARTINU METODA MEŠKO ŽITNIK,LEKARNA PRI SV. MARTINU METODA MEŠKO ŽITNIK,,"Zgornja Hajdina 44 A, 2288 Hajdina",", LEKARNA PRI SV. MARTINU METODA MEŠKO ŽITNIK"
"LEKARNA IG, MAG. SIMONA VUČKO MOLE, MAG. FARM., SPEC.","LEKARNA IG, MAG. SIMONA VUČKO MOLE, MAG. FARM., SPEC.",,"Banija 4, 1292 Ig",", LEKARNA IG, MAG. SIMONA VUČKO MOLE, MAG. FARM., SPEC."
"LEKARNA MAČKOVEC Sabina Repše Šturm, mag. farm.","LEKARNA MAČKOVEC Sabina Repše Šturm, mag. farm.",,"Otoška cesta 5, 8000 Novo mesto",", LEKARNA MAČKOVEC Sabina Repše Šturm, mag. farm."
PETRA ŽAGAR - LEKARNIŠKA DEJAVNOST,PETRA ŽAGAR - LEKARNIŠKA DEJAVNOST,,"Adamičeva cesta 24 B, 1290 Grosuplje",", PETRA ŽAGAR - LEKARNIŠKA DEJAVNOST"
"LEKARNA PRI KRANJSKEM ORLU, JANEZ ERČULJ mag. farm.","LEKARNA PRI KRANJSKEM ORLU, JANEZ ERČULJ mag. farm.",,"Glavni trg 21, 4000 Kranj",", LEKARNA PRI KRANJSKEM ORLU, JANEZ ERČULJ mag. farm."
PODLOGAR INKA - LEKARNARKA,PODLOGAR INKA - LEKARNARKA,,"Krožna cesta 3 A, 6000 Koper - Capodistria",", PODLOGAR INKA - LEKARNARKA"
"PRIMOŽIČ TAVČAR JANKA, MAG.FARM. LEKARNA MESTO - 37","PRIMOŽIČ TAVČAR JANKA, MAG.FARM. LEKARNA MESTO - 37",,"Spodnji trg 8, 4220 Škofja Loka",", PRIMOŽIČ TAVČAR JANKA, MAG.FARM. LEKARNA MESTO - 37"
LAH MAGDALENA - LEKARNA LAH,LAH MAGDALENA - LEKARNA LAH,,"Gorkega ulica 18, 2000 Maribor",", LAH MAGDALENA - LEKARNA LAH"
