Title,First Name,E-mail Address,Business Street,Company
"UNIVERZA V LJUBLJANI, FAKULTETA ZA KEMIJO IN KEMIJSKO TEHNOLOGIJO","UNIVERZA V LJUBLJANI, FAKULTETA ZA KEMIJO IN KEMIJSKO TEHNOLOGIJO",info@fkkt.uni-lj.si,"Večna pot 113, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, FAKULTETA ZA KEMIJO IN KEMIJSKO TEHNOLOGIJO"
"UNIVERZA V LJUBLJANI, FAKULTETA ZA MATEMATIKO IN FIZIKO","UNIVERZA V LJUBLJANI, FAKULTETA ZA MATEMATIKO IN FIZIKO",fmf@fmf.uni-lj.si,"Jadranska ulica 19, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, FAKULTETA ZA MATEMATIKO IN FIZIKO"
"UNIVERZA V LJUBLJANI, FAKULTETA ZA POMORSTVO IN PROMET","UNIVERZA V LJUBLJANI, FAKULTETA ZA POMORSTVO IN PROMET",dekanat@fpp.uni-lj.si,"Pot pomorščakov 4, 6320 Portorož - Portorose",", UNIVERZA V LJUBLJANI, FAKULTETA ZA POMORSTVO IN PROMET"
"UNIVERZA V LJUBLJANI, FAKULTETA ZA RAČUNALNIŠTVO IN INFORMATIKO","UNIVERZA V LJUBLJANI, FAKULTETA ZA RAČUNALNIŠTVO IN INFORMATIKO",dekanat@fri.uni-lj.si,"Večna pot 113, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, FAKULTETA ZA RAČUNALNIŠTVO IN INFORMATIKO"
"UNIVERZA V LJUBLJANI, FAKULTETA ZA STROJNIŠTVO","UNIVERZA V LJUBLJANI, FAKULTETA ZA STROJNIŠTVO",dekanat@fs.uni-lj.si,"Aškerčeva cesta 6, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, FAKULTETA ZA STROJNIŠTVO"
"UNIVERZA V LJUBLJANI, FAKULTETA ZA ŠPORT","UNIVERZA V LJUBLJANI, FAKULTETA ZA ŠPORT",dekanat@fsp.uni-lj.si,"Gortanova ulica 22, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, FAKULTETA ZA ŠPORT"
"UNIVERZA V LJUBLJANI, FILOZOFSKA FAKULTETA","UNIVERZA V LJUBLJANI, FILOZOFSKA FAKULTETA",info@ff.uni-lj.si,"Aškerčeva cesta 2, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, FILOZOFSKA FAKULTETA"
"UNIVERZA V LJUBLJANI, MEDICINSKA FAKULTETA","UNIVERZA V LJUBLJANI, MEDICINSKA FAKULTETA",dekanat@mf.uni-lj.si,"Vrazov trg 2, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, MEDICINSKA FAKULTETA"
"UNIVERZA V LJUBLJANI, NARAVOSLOVNOTEHNIŠKA FAKULTETA","UNIVERZA V LJUBLJANI, NARAVOSLOVNOTEHNIŠKA FAKULTETA",dekanat@ntf.uni-lj.si,"Aškerčeva cesta 12, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, NARAVOSLOVNOTEHNIŠKA FAKULTETA"
"UNIVERZA V LJUBLJANI, PEDAGOŠKA FAKULTETA","UNIVERZA V LJUBLJANI, PEDAGOŠKA FAKULTETA",info@pef.uni-lj.si,"Kardeljeva ploščad 16, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, PEDAGOŠKA FAKULTETA"
"UNIVERZA V LJUBLJANI, PRAVNA FAKULTETA","UNIVERZA V LJUBLJANI, PRAVNA FAKULTETA",pf-dekanat@pf.uni-lj.si,"Poljanski nasip 2, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, PRAVNA FAKULTETA"
"UNIVERZA V LJUBLJANI, TEOLOŠKA FAKULTETA","UNIVERZA V LJUBLJANI, TEOLOŠKA FAKULTETA",dekanat@teof.uni-lj.si,"Poljanska cesta 4, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, TEOLOŠKA FAKULTETA"
"UNIVERZA V LJUBLJANI, VETERINARSKA FAKULTETA","UNIVERZA V LJUBLJANI, VETERINARSKA FAKULTETA",dekanat@vf.uni-lj.si,"Gerbičeva ulica 60, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, VETERINARSKA FAKULTETA"
"UNIVERZA V LJUBLJANI, FAKULTETA ZA SOCIALNO DELO","UNIVERZA V LJUBLJANI, FAKULTETA ZA SOCIALNO DELO",info@fsd.uni-lj.si,"Topniška ulica 31, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, FAKULTETA ZA SOCIALNO DELO"
"UNIVERZA V LJUBLJANI, Zdravstvena fakulteta","UNIVERZA V LJUBLJANI, Zdravstvena fakulteta",dekanat@zf.uni-lj.si,"Zdravstvena pot 5, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, Zdravstvena fakulteta"
"UNIVERZA V LJUBLJANI, FAKULTETA ZA UPRAVO","UNIVERZA V LJUBLJANI, FAKULTETA ZA UPRAVO",info@fu.uni-lj.si,"Gosarjeva ulica 5, 1000 Ljubljana",", UNIVERZA V LJUBLJANI, FAKULTETA ZA UPRAVO"
UNIVERZA V MARIBORU ŠTUDENTSKI DOMOVI,UNIVERZA V MARIBORU ŠTUDENTSKI DOMOVI,umsd@um.si,"Gosposvetska cesta 83, 2000 Maribor",", UNIVERZA V MARIBORU ŠTUDENTSKI DOMOVI"
