Title,First Name,E-mail Address,Business Street,Company
"POGREBNO PODJETJE podjetje za opravljanje pogrebne, pokopališke dejavnosti in trgovino Maribor d.d.","POGREBNO PODJETJE podjetje za opravljanje pogrebne, pokopališke dejavnosti in trgovino Maribor d.d.",,"Cesta XIV. divizije 39 A, 2000 Maribor",", POGREBNO PODJETJE podjetje za opravljanje pogrebne, pokopališke dejavnosti in trgovino Maribor d.d."
"CPK, d.d., družba za vzdrževanje cest, gradbeništvo in druge poslovne storitve","CPK, d.d., družba za vzdrževanje cest, gradbeništvo in druge poslovne storitve",,"Ulica 15.maja 14, 6000 Koper - Capodistria",", CPK, d.d., družba za vzdrževanje cest, gradbeništvo in druge poslovne storitve"
"CGP, družba za gradbeništvo, inženiring, proizvodnjo in vzdrževanje cest, d.d.","CGP, družba za gradbeništvo, inženiring, proizvodnjo in vzdrževanje cest, d.d.",,"Ljubljanska cesta 36, 8000 Novo mesto",", CGP, družba za gradbeništvo, inženiring, proizvodnjo in vzdrževanje cest, d.d."
KOMUNALNO STANOVANJSKO PODJETJE d.d.,KOMUNALNO STANOVANJSKO PODJETJE d.d.,,"Partizanska cesta 2, 6210 Sežana",", KOMUNALNO STANOVANJSKO PODJETJE d.d."
"Triglav, upravljanje, svetovanje in trgovanje z lastnimi nepremičninami, d.d.","Triglav, upravljanje, svetovanje in trgovanje z lastnimi nepremičninami, d.d.",,"Dunajska cesta 22, 1000 Ljubljana",", Triglav, upravljanje, svetovanje in trgovanje z lastnimi nepremičninami, d.d."
"LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka","LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka",,"Kidričeva cesta 43 A, 4220 Škofja Loka",", LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka"
LJUBLJANSKI URBANISTIČNI ZAVOD d.d.,LJUBLJANSKI URBANISTIČNI ZAVOD d.d.,,"Verovškova ulica 64, 1000 Ljubljana",", LJUBLJANSKI URBANISTIČNI ZAVOD d.d."
TERME OLIMIA d.d.,TERME OLIMIA d.d.,,"Zdraviliška cesta 24, 3254 Podčetrtek",", TERME OLIMIA d.d."
HIDROTEHNIK Vodnogospodarsko podjetje d.d.,HIDROTEHNIK Vodnogospodarsko podjetje d.d.,,"Slovenčeva ulica 97, 1000 Ljubljana",", HIDROTEHNIK Vodnogospodarsko podjetje d.d."
VODNOGOSPODARSKO PODJETJE d.d.,VODNOGOSPODARSKO PODJETJE d.d.,,"Ulica Mirka Vadnova 5, 4000 Kranj",", VODNOGOSPODARSKO PODJETJE d.d."
"VODNOGOSPODARSKO PODJETJE NOVO MESTO, d.d.","VODNOGOSPODARSKO PODJETJE NOVO MESTO, d.d.",,"Ljubljanska cesta 36, 8000 Novo mesto",", VODNOGOSPODARSKO PODJETJE NOVO MESTO, d.d."
GOZDNO GOSPODARSTVO NOVO MESTO d.d.,GOZDNO GOSPODARSTVO NOVO MESTO d.d.,,"Gubčeva ulica 15, 8000 Novo mesto",", GOZDNO GOSPODARSTVO NOVO MESTO d.d."
SŽ - ŽELEZNIŠKA TISKARNA LJUBLJANA d.d.,SŽ - ŽELEZNIŠKA TISKARNA LJUBLJANA d.d.,,"Hladilniška pot 28, 1000 Ljubljana",", SŽ - ŽELEZNIŠKA TISKARNA LJUBLJANA d.d."
SŽ - ŽELEZNIŠKO GRADBENO PODJETJE LJUBLJANA d.d.,SŽ - ŽELEZNIŠKO GRADBENO PODJETJE LJUBLJANA d.d.,,"Ob zeleni jami 2, 1000 Ljubljana",", SŽ - ŽELEZNIŠKO GRADBENO PODJETJE LJUBLJANA d.d."
"POMGRAD - CESTNO PODJETJE, družba za vzdrževanje in gradnjo cest d.d.","POMGRAD - CESTNO PODJETJE, družba za vzdrževanje in gradnjo cest d.d.",,"Lipovci 256 B, 9231 Beltinci",", POMGRAD - CESTNO PODJETJE, družba za vzdrževanje in gradnjo cest d.d."
CESTNO PODJETJE PTUJ D.D.,CESTNO PODJETJE PTUJ D.D.,,"Zagrebška cesta 49 A, 2250 Ptuj",", CESTNO PODJETJE PTUJ D.D."
"CESTNO PODJETJE NOVA GORICA, družba za vzdrževanje in gradnjo cest, d.d.","CESTNO PODJETJE NOVA GORICA, družba za vzdrževanje in gradnjo cest, d.d.",,"Industrijska cesta 2, 5000 Nova Gorica",", CESTNO PODJETJE NOVA GORICA, družba za vzdrževanje in gradnjo cest, d.d."
"GORENJSKA GRADBENA DRUŽBA, projektiranje, inženiring, gradnja in vzdrževanje objektov visoke in nizke gradnje d.d.","GORENJSKA GRADBENA DRUŽBA, projektiranje, inženiring, gradnja in vzdrževanje objektov visoke in nizke gradnje d.d.",,"Jezerska cesta 20, 4000 Kranj",", GORENJSKA GRADBENA DRUŽBA, projektiranje, inženiring, gradnja in vzdrževanje objektov visoke in nizke gradnje d.d."
"LUKA KOPER, pristaniški in logistični sistem, delniška družba","LUKA KOPER, pristaniški in logistični sistem, delniška družba",,"Vojkovo nabrežje 38, 6000 Koper - Capodistria",", LUKA KOPER, pristaniški in logistični sistem, delniška družba"
KOMUNALNO PODJETJE KAMNIK d.d.,KOMUNALNO PODJETJE KAMNIK d.d.,,"Cankarjeva cesta 11, 1241 Kamnik",", KOMUNALNO PODJETJE KAMNIK d.d."
"KSP HRASTNIK Komunalno - stanovanjsko podjetje, d.d.","KSP HRASTNIK Komunalno - stanovanjsko podjetje, d.d.",,"Cesta 3. julija 7, 1430 Hrastnik",", KSP HRASTNIK Komunalno - stanovanjsko podjetje, d.d."
"MESARSTVO ŠENTJUR d.d., proizvodnja in predelava mesa","MESARSTVO ŠENTJUR d.d., proizvodnja in predelava mesa",,"Cesta Leona Dobrotinška 15, 3230 Šentjur",", MESARSTVO ŠENTJUR d.d., proizvodnja in predelava mesa"
POMGRAD - VODNOGOSPODARSKO PODJETJE d.d.,POMGRAD - VODNOGOSPODARSKO PODJETJE d.d.,,"Lipovci 256 B, 9231 Beltinci",", POMGRAD - VODNOGOSPODARSKO PODJETJE d.d."
"Kostak, komunalno in gradbeno podjetje, d.d.","Kostak, komunalno in gradbeno podjetje, d.d.",,"Leskovška cesta 2 A, 8270 Krško",", Kostak, komunalno in gradbeno podjetje, d.d."
"ELEKTRO GORENJSKA, podjetje za distribucijo električne energije, d.d.","ELEKTRO GORENJSKA, podjetje za distribucijo električne energije, d.d.",,"Ulica Mirka Vadnova 3 A, 4000 Kranj",", ELEKTRO GORENJSKA, podjetje za distribucijo električne energije, d.d."
"ISKRA, elektro in elektronska industrija, d.d.","ISKRA, elektro in elektronska industrija, d.d.",,"Stegne 21, 1000 Ljubljana",", ISKRA, elektro in elektronska industrija, d.d."
"ELEKTRO CELJE, podjetje za distribucijo električne energije, d.d.","ELEKTRO CELJE, podjetje za distribucijo električne energije, d.d.",,"Vrunčeva ulica 2 A, 3000 Celje",", ELEKTRO CELJE, podjetje za distribucijo električne energije, d.d."
"ELEKTRO LJUBLJANA, podjetje za distribucijo električne energije, d.d.","ELEKTRO LJUBLJANA, podjetje za distribucijo električne energije, d.d.",,"Slovenska cesta 58, 1000 Ljubljana",", ELEKTRO LJUBLJANA, podjetje za distribucijo električne energije, d.d."
"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.","ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",,"Erjavčeva ulica 22, 5000 Nova Gorica",", ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d."
"ELEKTRO MARIBOR, podjetje za distribucijo električne energije, d.d.","ELEKTRO MARIBOR, podjetje za distribucijo električne energije, d.d.",,"Vetrinjska ulica 2, 2000 Maribor",", ELEKTRO MARIBOR, podjetje za distribucijo električne energije, d.d."
"HIT hoteli, igralnice, turizem d.d. Nova Gorica","HIT hoteli, igralnice, turizem d.d. Nova Gorica",,"Delpinova ulica 7 A, 5000 Nova Gorica",", HIT hoteli, igralnice, turizem d.d. Nova Gorica"
INFORMATIKA informacijske storitve in inženiring d.d.,INFORMATIKA informacijske storitve in inženiring d.d.,,"Vetrinjska ulica 2, 2000 Maribor",", INFORMATIKA informacijske storitve in inženiring d.d."
"ARRIVA ŠTAJERSKA, družba za prevoz potnikov, d.d.","ARRIVA ŠTAJERSKA, družba za prevoz potnikov, d.d.",,"Meljska cesta 97, 2000 Maribor",", ARRIVA ŠTAJERSKA, družba za prevoz potnikov, d.d."
"VARNOST MARIBOR varovanje premoženja, trgovina, storitve in proizvodnja d.d.","VARNOST MARIBOR varovanje premoženja, trgovina, storitve in proizvodnja d.d.",,"Kraljeviča Marka ulica 5, 2000 Maribor",", VARNOST MARIBOR varovanje premoženja, trgovina, storitve in proizvodnja d.d."
KOMUNALNO PODJETJE PTUJ D.D.,KOMUNALNO PODJETJE PTUJ D.D.,,"Puhova ulica 10, 2250 Ptuj",", KOMUNALNO PODJETJE PTUJ D.D."
FARME IHAN d.d.,FARME IHAN d.d.,,"Breznikova cesta 89, 1230 Domžale",", FARME IHAN d.d."
KORATUR avtobusni promet in turizem d.d.,KORATUR avtobusni promet in turizem d.d.,,"Perzonali 48, 2391 Prevalje",", KORATUR avtobusni promet in turizem d.d."
AMZS družba za opravljanje storitev članom AMD in drugim udeležencem v cestnem prometu d.d.,AMZS družba za opravljanje storitev članom AMD in drugim udeležencem v cestnem prometu d.d.,,"Dunajska cesta 128 A, 1000 Ljubljana",", AMZS družba za opravljanje storitev članom AMD in drugim udeležencem v cestnem prometu d.d."
"VOC CELJE vzdrževanje in obnova cest, d.d.","VOC CELJE vzdrževanje in obnova cest, d.d.",,"Lava 42, 3000 Celje",", VOC CELJE vzdrževanje in obnova cest, d.d."
"HIT LARIX, prirejanje posebnih iger na srečo in turizem d.d.","HIT LARIX, prirejanje posebnih iger na srečo in turizem d.d.",,"Borovška cesta 99, 4280 Kranjska Gora",", HIT LARIX, prirejanje posebnih iger na srečo in turizem d.d."
"NIVO, gradnje in ekologija, d.d., Celje -  v stečaju","NIVO, gradnje in ekologija, d.d., Celje -  v stečaju",,"Ronkova ulica 4, 2380 Slovenj Gradec",", NIVO, gradnje in ekologija, d.d., Celje -  v stečaju"
"SID - Slovenska izvozna in razvojna banka, d.d., Ljubljana","SID - Slovenska izvozna in razvojna banka, d.d., Ljubljana",,"Ulica Josipine Turnograjske 6, 1000 Ljubljana",", SID - Slovenska izvozna in razvojna banka, d.d., Ljubljana"
"SNEŽNIK podjetje za proizvodnjo in storitve, d.d.","SNEŽNIK podjetje za proizvodnjo in storitve, d.d.",,"Kočevska Reka 1 B, 1338 Kočevska Reka",", SNEŽNIK podjetje za proizvodnjo in storitve, d.d."
"Slovenski državni holding, d.d.","Slovenski državni holding, d.d.",,"Mala ulica 5, 1000 Ljubljana",", Slovenski državni holding, d.d."
DRUŽBA ZA AVTOCESTE V REPUBLIKI SLOVENIJI D.D.,DRUŽBA ZA AVTOCESTE V REPUBLIKI SLOVENIJI D.D.,,"Ulica XIV. divizije 4, 3000 Celje",", DRUŽBA ZA AVTOCESTE V REPUBLIKI SLOVENIJI D.D."
"PUP Podjetje za urejanje prostora, d.d.","PUP Podjetje za urejanje prostora, d.d.",,"Koroška cesta 40 A, 3320 Velenje",", PUP Podjetje za urejanje prostora, d.d."
"TRIGLAV, Zdravstvena zavarovalnica, d.d.","TRIGLAV, Zdravstvena zavarovalnica, d.d.",,"Pristaniška ulica 10, 6000 Koper - Capodistria",", TRIGLAV, Zdravstvena zavarovalnica, d.d."
"ENOS, oskrba s toplo vodo, paro, elektriko in plinom, d.d.","ENOS, oskrba s toplo vodo, paro, elektriko in plinom, d.d.",,"Cesta železarjev 8, 4270 Jesenice",", ENOS, oskrba s toplo vodo, paro, elektriko in plinom, d.d."
"NOVA LJUBLJANSKA BANKA d.d., Ljubljana","NOVA LJUBLJANSKA BANKA d.d., Ljubljana",,"Trg republike 2, 1000 Ljubljana",", NOVA LJUBLJANSKA BANKA d.d., Ljubljana"
"DEOS, celostna oskrba starostnikov, d.d.","DEOS, celostna oskrba starostnikov, d.d.",,"Devinska ulica 1, 1000 Ljubljana",", DEOS, celostna oskrba starostnikov, d.d."
"ELEKTROSERVISI, energetika, merilni laboratorij in nepremičnine, d.d.","ELEKTROSERVISI, energetika, merilni laboratorij in nepremičnine, d.d.",,"Agrokombinatska cesta 61 A, 1000 Ljubljana",", ELEKTROSERVISI, energetika, merilni laboratorij in nepremičnine, d.d."
"KAPITALSKA DRUŽBA POKOJNINSKEGA IN INVALIDSKEGA ZAVAROVANJA, d.d.","KAPITALSKA DRUŽBA POKOJNINSKEGA IN INVALIDSKEGA ZAVAROVANJA, d.d.",,"Dunajska cesta 119, 1000 Ljubljana",", KAPITALSKA DRUŽBA POKOJNINSKEGA IN INVALIDSKEGA ZAVAROVANJA, d.d."
"Modra zavarovalnica, d.d.","Modra zavarovalnica, d.d.",,"Dunajska cesta 119, 1000 Ljubljana",", Modra zavarovalnica, d.d."
"Družba za upravljanje terjatev bank, d.d.","Družba za upravljanje terjatev bank, d.d.",,"Davčna ulica 1, 1000 Ljubljana",", Družba za upravljanje terjatev bank, d.d."
"MERKUR nepremičnine, d.d.","MERKUR nepremičnine, d.d.",,"Cesta na Okroglo 7, 4202 Naklo",", MERKUR nepremičnine, d.d."
