Title,First Name,E-mail Address,Business Street,Company
"MLADINSKI CENTER ŠMARTNO OB PAKI kultura, izobraževanje in šport Šmartno ob Paki","MLADINSKI CENTER ŠMARTNO OB PAKI kultura, izobraževanje in šport Šmartno ob Paki",mcsmartnoobpaki@t-2.si,"Šmartno ob Paki 13, 3327 Šmartno ob Paki",", MLADINSKI CENTER ŠMARTNO OB PAKI kultura, izobraževanje in šport Šmartno ob Paki"
KNJIŽNICA DRAVOGRAD,KNJIŽNICA DRAVOGRAD,knjiznicadra@dra.sik.si,"Koroška cesta 47, 2370 Dravograd",", KNJIŽNICA DRAVOGRAD"
Višja strokovna šola za gostinstvo in turizem Maribor,Višja strokovna šola za gostinstvo in turizem Maribor,referat@vsgt-mb.si,"Zagrebška cesta 18, 2000 Maribor",", Višja strokovna šola za gostinstvo in turizem Maribor"
JAVNI ZAVOD BOGENŠPERK,JAVNI ZAVOD BOGENŠPERK,info@bogensperk.si,"Bogenšperk 5, 1275 Šmartno pri Litiji",", JAVNI ZAVOD BOGENŠPERK"
"ZAVOD ZA ŠPORT, TURIZEM IN PROSTI ČAS SEŽANA","ZAVOD ZA ŠPORT, TURIZEM IN PROSTI ČAS SEŽANA",info@sport-sezana.com,"Kosovelova ulica 1 B, 6210 Sežana",", ZAVOD ZA ŠPORT, TURIZEM IN PROSTI ČAS SEŽANA"
JAVNI ZAVOD ZA ŠPORT SLOV. BISTRICA,JAVNI ZAVOD ZA ŠPORT SLOV. BISTRICA,zzssb@siol.net,"Partizanska ulica 35, 2310 Slovenska Bistrica",", JAVNI ZAVOD ZA ŠPORT SLOV. BISTRICA"
DOM STAREJŠIH ŠENTJUR,DOM STAREJŠIH ŠENTJUR,ds.sentjur@ssz-slo.si,"Svetinova ulica 1, 3230 Šentjur",", DOM STAREJŠIH ŠENTJUR"
EKONOMSKA ŠOLA LJUBLJANA,EKONOMSKA ŠOLA LJUBLJANA,info@presernova.si,"Prešernova cesta 6, 1000 Ljubljana",", EKONOMSKA ŠOLA LJUBLJANA"
OSNOVNA ŠOLA OREHEK KRANJ,OSNOVNA ŠOLA OREHEK KRANJ,os.orehek@guest.arnes.si,"Zasavska cesta 53 A, 4000 Kranj",", OSNOVNA ŠOLA OREHEK KRANJ"
GIMNAZIJA ORMOŽ,GIMNAZIJA ORMOŽ,gimnazija.ormoz@guest.arnes.si,"Hardek 5 A, 2270 Ormož",", GIMNAZIJA ORMOŽ"
"ZAVOD ZA PODJETNIŠTVO, TURIZEM IN MLADINO BREŽICE","ZAVOD ZA PODJETNIŠTVO, TURIZEM IN MLADINO BREŽICE",mc-brezice@siol.net,"Gubčeva ulica 10 A, 8250 Brežice",", ZAVOD ZA PODJETNIŠTVO, TURIZEM IN MLADINO BREŽICE"
REGIONALNA RAZVOJNA AGENCIJA POSAVJE,REGIONALNA RAZVOJNA AGENCIJA POSAVJE,agencija@rra-posavje.si,"Cesta krških žrtev 2, 8270 Krško",", REGIONALNA RAZVOJNA AGENCIJA POSAVJE"
DOM STAREJŠIH OBČANOV TREBNJE,DOM STAREJŠIH OBČANOV TREBNJE,dso_trebnje@siol.net,"Stari trg 63, 8210 Trebnje",", DOM STAREJŠIH OBČANOV TREBNJE"
SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,info@sb-izola.si,"Polje 40, 6310 Izola - Isola",", SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA"
MOCIS center za izobraževanje odraslih,MOCIS center za izobraževanje odraslih,INFO@MOCIS.SI,"Partizanska pot 16, 2380 Slovenj Gradec",", MOCIS center za izobraževanje odraslih"
POSOŠKI RAZVOJNI CENTER,POSOŠKI RAZVOJNI CENTER,info@prc.si,"Trg tigrovcev 1, 5220 Tolmin",", POSOŠKI RAZVOJNI CENTER"
JAVNI ZAVOD REPUBLIKE SLOVENIJE ZA VARSTVO KULTURNE DEDIŠČINE,JAVNI ZAVOD REPUBLIKE SLOVENIJE ZA VARSTVO KULTURNE DEDIŠČINE,zvkds@zvkds.si,"Poljanska cesta 40, 1000 Ljubljana",", JAVNI ZAVOD REPUBLIKE SLOVENIJE ZA VARSTVO KULTURNE DEDIŠČINE"
SREDNJA ŠOLA SLOVENSKA BISTRICA,SREDNJA ŠOLA SLOVENSKA BISTRICA,info@sssb.si,"Ulica dr. Jožeta Pučnika 21, 2310 Slovenska Bistrica",", SREDNJA ŠOLA SLOVENSKA BISTRICA"
ZDRAVSTVENI DOM MEDVODE,ZDRAVSTVENI DOM MEDVODE,uprava@zd-medvode.si,"Ostrovrharjeva ulica 6, 1215 Medvode",", ZDRAVSTVENI DOM MEDVODE"
ŠOLSKI CENTER LJUBLJANA,ŠOLSKI CENTER LJUBLJANA,solski-center.lj@guest.arnes.si,"Aškerčeva cesta 1, 1000 Ljubljana",", ŠOLSKI CENTER LJUBLJANA"
LJUDSKA UNIVERZA AJDOVŠČINA,LJUDSKA UNIVERZA AJDOVŠČINA,info@lu-ajdovscina.si,"Stritarjeva ulica 1 A, 5270 Ajdovščina",", LJUDSKA UNIVERZA AJDOVŠČINA"
ZAVOD ZA ŠPORT AJDOVŠČINA,ZAVOD ZA ŠPORT AJDOVŠČINA,info@zs-ajdovscina.si,"Cesta 5. maja 14, 5270 Ajdovščina",", ZAVOD ZA ŠPORT AJDOVŠČINA"
LAVRIČEVA KNJIŽNICA AJDOVŠČINA,LAVRIČEVA KNJIŽNICA AJDOVŠČINA,ajdovscina@ajd.sik.si,"Cesta IV. Prekomorske 1, 5270 Ajdovščina",", LAVRIČEVA KNJIŽNICA AJDOVŠČINA"
PILONOVA GALERIJA AJDOVŠČINA,PILONOVA GALERIJA AJDOVŠČINA,pilonova.galerija@siol.net,"Prešernova ulica 3, 5270 Ajdovščina",", PILONOVA GALERIJA AJDOVŠČINA"
TRŽIŠKI MUZEJ,TRŽIŠKI MUZEJ,jana.babsek@guest.arnes.si,"Muzejska ulica 11, 4290 Tržič",", TRŽIŠKI MUZEJ"
LJUDSKA UNIVERZA TRŽIČ,LJUDSKA UNIVERZA TRŽIČ,info@lu-trzic.si,"Šolska ulica 2, 4290 Tržič",", LJUDSKA UNIVERZA TRŽIČ"
KNJIŽNICA DR. TONETA PRETNARJA,KNJIŽNICA DR. TONETA PRETNARJA,marinka.kenk-tomazin@guest.arnes.si,"Balos 4, 4290 Tržič",", KNJIŽNICA DR. TONETA PRETNARJA"
GLASBENA ŠOLA SEVNICA,GLASBENA ŠOLA SEVNICA,gs-sevnica@guest.arnes.si,"Cesta na grad 22, 8290 Sevnica",", GLASBENA ŠOLA SEVNICA"
Zavod za turizem Šaleške doline,Zavod za turizem Šaleške doline,info@velenje.si,"Stari trg 3, 3320 Velenje",", Zavod za turizem Šaleške doline"
SPLOŠNA KNJIŽNICA SLOVENSKE KONJICE,SPLOŠNA KNJIŽNICA SLOVENSKE KONJICE,sk.slovenskekonjice@guest.arnes.si,"Mestni trg 4, 3210 Slovenske Konjice",", SPLOŠNA KNJIŽNICA SLOVENSKE KONJICE"
DOM STAREJŠIH LOGATEC,DOM STAREJŠIH LOGATEC,info@ds-logatec.si,"Gubčeva ulica 8 A, 1370 Logatec",", DOM STAREJŠIH LOGATEC"
GIMNAZIJA BREŽICE,GIMNAZIJA BREŽICE,gimnazija.brezice@guest.arnes.si,"Trg izgnancev 14, 8250 Brežice",", GIMNAZIJA BREŽICE"
EKONOMSKA IN TRGOVSKA ŠOLA BREŽICE,EKONOMSKA IN TRGOVSKA ŠOLA BREŽICE,ss.trg-ekon-brezice@guest.arnes.si,"Bizeljska cesta 45, 8250 Brežice",", EKONOMSKA IN TRGOVSKA ŠOLA BREŽICE"
VARSTVENO DELOVNI CENTER KRANJ,VARSTVENO DELOVNI CENTER KRANJ,vdc.kranj@siol.net,"Kidričeva cesta 51, 4000 Kranj",", VARSTVENO DELOVNI CENTER KRANJ"
VARSTVENO DELOVNI CENTER NOVO MESTO,VARSTVENO DELOVNI CENTER NOVO MESTO,vdcnm@siol.net,"Šmihel 3, 8000 Novo mesto",", VARSTVENO DELOVNI CENTER NOVO MESTO"
RAZVOJNA AGENCIJA ROD AJDOVŠČINA,RAZVOJNA AGENCIJA ROD AJDOVŠČINA,ra.rod@siol.net,"Vipavska cesta 4, 5270 Ajdovščina",", RAZVOJNA AGENCIJA ROD AJDOVŠČINA"
LOKALNA TURISTIČNA ORGANIZACIJA SOTOČJE KOBARID - TOLMIN,LOKALNA TURISTIČNA ORGANIZACIJA SOTOČJE KOBARID - TOLMIN,info@lto-sotocje.si,"Ulica Petra Skalarja 4, 5220 Tolmin",", LOKALNA TURISTIČNA ORGANIZACIJA SOTOČJE KOBARID - TOLMIN"
JAVNI ZAVOD RATITOVEC,JAVNI ZAVOD RATITOVEC,info@jzr.si,"Otoki 9 A, 4228 Železniki",", JAVNI ZAVOD RATITOVEC"
VARSTVENO DELOVNI CENTER KRŠKO-LESKOVEC,VARSTVENO DELOVNI CENTER KRŠKO-LESKOVEC,tajnistvo.vdc@siol.net,"Ulica Staneta Žagarja 4, 8273 Leskovec pri Krškem",", VARSTVENO DELOVNI CENTER KRŠKO-LESKOVEC"
ZAVOD ZA ŠPORT KRANJ,ZAVOD ZA ŠPORT KRANJ,info@zsport-kranj.si,"Partizanska cesta 37, 4000 Kranj",", ZAVOD ZA ŠPORT KRANJ"
RAZVOJNA AGENCIJA KOZJANSKO,RAZVOJNA AGENCIJA KOZJANSKO,info@ra-kozjansko.si,"Ulica skladateljev Ipavcev 17, 3230 Šentjur",", RAZVOJNA AGENCIJA KOZJANSKO"
VARSTVENO DELOVNI CENTER MURSKA SOBOTA,VARSTVENO DELOVNI CENTER MURSKA SOBOTA,vdcms@siol.net,"Trstenjakova ulica 69, 9000 Murska Sobota",", VARSTVENO DELOVNI CENTER MURSKA SOBOTA"
RAZVOJNO INFORMACIJSKI CENTER SLOVENSKA BISTRICA,RAZVOJNO INFORMACIJSKI CENTER SLOVENSKA BISTRICA,info@ric-sb.si,"Trg svobode 5, 2310 Slovenska Bistrica",", RAZVOJNO INFORMACIJSKI CENTER SLOVENSKA BISTRICA"
TOLMINSKI MUZEJ,TOLMINSKI MUZEJ,muzej@tolmin-muzej.si,"Mestni trg 4, 5220 Tolmin",", TOLMINSKI MUZEJ"
Turizem Bohinj - zavod za pospeševanje turizma,Turizem Bohinj - zavod za pospeševanje turizma,info@bohinj.si,"Triglavska cesta 30, 4264 Bohinjska Bistrica",", Turizem Bohinj - zavod za pospeševanje turizma"
ZAVOD ZA TURIZEM IN ŠPORT V OBČINI KAMNIK,ZAVOD ZA TURIZEM IN ŠPORT V OBČINI KAMNIK,info@kamnik-tourism.si,"Glavni trg 2, 1241 Kamnik",", ZAVOD ZA TURIZEM IN ŠPORT V OBČINI KAMNIK"
Turistično informacijski center Ilirska Bistrica,Turistično informacijski center Ilirska Bistrica,center.razvojni@siol.net,"Gregorčičeva cesta 2, 6250 Ilirska Bistrica",", Turistično informacijski center Ilirska Bistrica"
RAZVOJNO INFORMACIJSKI CENTER BELA KRAJINA,RAZVOJNO INFORMACIJSKI CENTER BELA KRAJINA,info@ric-belakrajina.si,"Trg svobode 3, 8340 Črnomelj",", RAZVOJNO INFORMACIJSKI CENTER BELA KRAJINA"
LOKALNA TURISTIČNA ORGANIZACIJA PRLEKIJA LJUTOMER - v likvidaciji,LOKALNA TURISTIČNA ORGANIZACIJA PRLEKIJA LJUTOMER - v likvidaciji,info@jeruzalems.i,"Jureša Cirila ulica 4, 9240 Ljutomer",", LOKALNA TURISTIČNA ORGANIZACIJA PRLEKIJA LJUTOMER - v likvidaciji"
"Zavod za turizem Maribor - Pohorje, javni zavod","Zavod za turizem Maribor - Pohorje, javni zavod",zzt@maribor.si,"Tkalski prehod 4, 2000 Maribor",", Zavod za turizem Maribor - Pohorje, javni zavod"
"MUZEJ VRBOVEC, Muzej gozdarstva in lesarstva","MUZEJ VRBOVEC, Muzej gozdarstva in lesarstva",muzej.vrbovec@siol.net,"Savinjska cesta 4, 3331 Nazarje",", MUZEJ VRBOVEC, Muzej gozdarstva in lesarstva"
OSNOVNA ŠOLA ANTONA MARTINA SLOMŠKA VRHNIKA,OSNOVNA ŠOLA ANTONA MARTINA SLOMŠKA VRHNIKA,os.ams-Vrhnika@guest.arnes.si,"Pod Hruševco 33, 1360 Vrhnika",", OSNOVNA ŠOLA ANTONA MARTINA SLOMŠKA VRHNIKA"
RAZVOJNA AGENCIJA ZGORNJE GORENJSKE,RAZVOJNA AGENCIJA ZGORNJE GORENJSKE,info@ragor.si,"Spodnji Plavž 24 E, 4270 Jesenice",", RAZVOJNA AGENCIJA ZGORNJE GORENJSKE"
TIC turistično informacijski center,TIC turistično informacijski center,tic@vuzenica.si,"Mladinska ulica 1, 2367 Vuzenica",", TIC turistično informacijski center"
SLOVENSKA AKREDITACIJA Firma v angleškem jeziku: SLOVENIAN ACCREDITATION,SLOVENSKA AKREDITACIJA Firma v angleškem jeziku: SLOVENIAN ACCREDITATION,info@slo-akreditacija.si,"Šmartinska cesta 152, 1000 Ljubljana",", SLOVENSKA AKREDITACIJA Firma v angleškem jeziku: SLOVENIAN ACCREDITATION"
LOKALNA TURISTIČNA ORGANIZACIJA BOVEC,LOKALNA TURISTIČNA ORGANIZACIJA BOVEC,lto@bove.si,"Trg golobarskih žrtev 8, 5230 Bovec",", LOKALNA TURISTIČNA ORGANIZACIJA BOVEC"
JAVNI ZAVOD ZA KABELSKO TELEVIZIJO IN INFORMIRANJE SLOVENSKA BISTRICA,JAVNI ZAVOD ZA KABELSKO TELEVIZIJO IN INFORMIRANJE SLOVENSKA BISTRICA,tajnistvo@ktvslb.com,"Trg svobode 26, 2310 Slovenska Bistrica",", JAVNI ZAVOD ZA KABELSKO TELEVIZIJO IN INFORMIRANJE SLOVENSKA BISTRICA"
VRTEC RAVNE NA KOROŠKEM,VRTEC RAVNE NA KOROŠKEM,info@vrtec-ravne.si,"Čečovje 12 A, 2390 Ravne na Koroškem",", VRTEC RAVNE NA KOROŠKEM"
"JAVNI ZAVOD ZA KULTURO, TURIZEM IN RAZVOJ OBČINE ROGATEC","JAVNI ZAVOD ZA KULTURO, TURIZEM IN RAZVOJ OBČINE ROGATEC",muzej.rogatec@siol.net,"Pot k ribniku 6, 3252 Rogatec",", JAVNI ZAVOD ZA KULTURO, TURIZEM IN RAZVOJ OBČINE ROGATEC"
MLADINSKI CENTER TRBOVLJE,MLADINSKI CENTER TRBOVLJE,mct@mct.si,"Ulica 1. junija 18, 1420 Trbovlje",", MLADINSKI CENTER TRBOVLJE"
OSNOVNA ŠOLA DRSKA,OSNOVNA ŠOLA DRSKA,info@os-drska.si,"Ulica Slavka Gruma 63, 8000 Novo mesto",", OSNOVNA ŠOLA DRSKA"
GLEDALIŠČE KOPER TEATRO CAPODISTRIA,GLEDALIŠČE KOPER TEATRO CAPODISTRIA,info@gledalisce-koper.si,"Verdijeva ulica 3, 6000 Koper - Capodistria",", GLEDALIŠČE KOPER TEATRO CAPODISTRIA"
REGIONALNA RAZVOJNA AGENCIJA - LJUBLJANSKE URBANE REGIJE,REGIONALNA RAZVOJNA AGENCIJA - LJUBLJANSKE URBANE REGIJE,lur@ljubljana.si,"Tehnološki park 19, 1000 Ljubljana",", REGIONALNA RAZVOJNA AGENCIJA - LJUBLJANSKE URBANE REGIJE"
RAZVOJNA AGENCIJA SOTLA,RAZVOJNA AGENCIJA SOTLA,rasotla@siol.net,"Aškerčev trg 24, 3240 Šmarje pri Jelšah",", RAZVOJNA AGENCIJA SOTLA"
SLOVENSKI INŠTITUT ZA STANDARDIZACIJO,SLOVENSKI INŠTITUT ZA STANDARDIZACIJO,info@sist.si,"Šmartinska cesta 152, 1000 Ljubljana",", SLOVENSKI INŠTITUT ZA STANDARDIZACIJO"
ZAVOD REPUBLIKE SLOVENIJE ZA PRESADITVE ORGANOV IN TKIV SLOVENIJA TRANSPLANT,ZAVOD REPUBLIKE SLOVENIJE ZA PRESADITVE ORGANOV IN TKIV SLOVENIJA TRANSPLANT,danica.avsec@slovenija-transplant.si,"Zaloška cesta 7, 1000 Ljubljana",", ZAVOD REPUBLIKE SLOVENIJE ZA PRESADITVE ORGANOV IN TKIV SLOVENIJA TRANSPLANT"
DOM STAREJŠIH NA FARI,DOM STAREJŠIH NA FARI,dom.prevalje@siol.net,"Na Fari 50, 2391 Prevalje",", DOM STAREJŠIH NA FARI"
DOM STAREJŠIH OBČANOV LJUTOMER,DOM STAREJŠIH OBČANOV LJUTOMER,dso.ljutomer@siol.net,"Cesta I. slovenskega tabora 5, 9240 Ljutomer",", DOM STAREJŠIH OBČANOV LJUTOMER"
KNJIŽNICA SEVNICA,KNJIŽNICA SEVNICA,knjiznicasev@sev.sik.si,"Prešernova ulica 1, 8290 Sevnica",", KNJIŽNICA SEVNICA"
VARSTVENO DELOVNI CENTER TOLMIN,VARSTVENO DELOVNI CENTER TOLMIN,info@vdc-tolmin.si,"Rutarjeva ulica 18, 5220 Tolmin",", VARSTVENO DELOVNI CENTER TOLMIN"
JAVNI ZAVOD CENTER ZA MLADE RUŠE,JAVNI ZAVOD CENTER ZA MLADE RUŠE,pisarna@cezam.org,"Mariborska cesta 31, 2342 Ruše",", JAVNI ZAVOD CENTER ZA MLADE RUŠE"
TURIZEM LJUBLJANA,TURIZEM LJUBLJANA,info@visiljubljana.si,"Krekov trg 10, 1000 Ljubljana",", TURIZEM LJUBLJANA"
"KTRC, Kulturno turistični rekreacijski center Radeče","KTRC, Kulturno turistični rekreacijski center Radeče",info@ktrc.si,"Ulica Milana Majcna 1, 1433 Radeče",", KTRC, Kulturno turistični rekreacijski center Radeče"
MLADINSKI CENTER KRŠKO,MLADINSKI CENTER KRŠKO,info@mc-krsko.si,"Cesta krških žrtev 105, 8270 Krško",", MLADINSKI CENTER KRŠKO"
KMETIJSKO GOZDARSKA ZBORNICA SLOVENIJE KMETIJSKO GOZDARSKI ZAVOD NOVO MESTO,KMETIJSKO GOZDARSKA ZBORNICA SLOVENIJE KMETIJSKO GOZDARSKI ZAVOD NOVO MESTO,kgzs.zavod-nm@gov.si,"Šmihelska cesta 14, 8000 Novo mesto",", KMETIJSKO GOZDARSKA ZBORNICA SLOVENIJE KMETIJSKO GOZDARSKI ZAVOD NOVO MESTO"
GIMNAZIJA PTUJ,GIMNAZIJA PTUJ,info@gimptuj.net,"Volkmerjeva cesta 15, 2250 Ptuj",", GIMNAZIJA PTUJ"
ZAVOD ZA ŠPORT JESENICE,ZAVOD ZA ŠPORT JESENICE,zsj.jesenice@siol.net,"Ledarska ulica 4, 4270 Jesenice",", ZAVOD ZA ŠPORT JESENICE"
GASILSKO REŠEVALNA SLUŽBA JESENICE,GASILSKO REŠEVALNA SLUŽBA JESENICE,alenka.krajzel@gars.si,"Cesta železarjev 35, 4270 Jesenice",", GASILSKO REŠEVALNA SLUŽBA JESENICE"
VARSTVENO DELOVNI CENTER ČRNOMELJ,VARSTVENO DELOVNI CENTER ČRNOMELJ,vdccrn@siol.net,"Majer 7, 8340 Črnomelj",", VARSTVENO DELOVNI CENTER ČRNOMELJ"
ZAVOD ZA TURIZEM IN KULTURO KRANJ,ZAVOD ZA TURIZEM IN KULTURO KRANJ,info@tourism-kranj.si,"Glavni trg 2, 4000 Kranj",", ZAVOD ZA TURIZEM IN KULTURO KRANJ"
VARSTVENO DELOVNI CENTER POSTOJNA,VARSTVENO DELOVNI CENTER POSTOJNA,info@vdc-postojna.si,"Pot k Pivki 2 B, 6230 Postojna",", VARSTVENO DELOVNI CENTER POSTOJNA"
VARSTVENO DELOVNI CENTER KOPER - CENTRO DI ASSISTENZA E TERAPIA LAVORATIVA CAPODISTRIA,VARSTVENO DELOVNI CENTER KOPER - CENTRO DI ASSISTENZA E TERAPIA LAVORATIVA CAPODISTRIA,vdckp@siol.net,"Muzejski trg 7, 6000 Koper - Capodistria",", VARSTVENO DELOVNI CENTER KOPER - CENTRO DI ASSISTENZA E TERAPIA LAVORATIVA CAPODISTRIA"
ZAVOD REPUBLIKE SLOVENIJE ZA VARSTVO NARAVE,ZAVOD REPUBLIKE SLOVENIJE ZA VARSTVO NARAVE,zrsvn.oe@zrsvn.si,"Tobačna ulica 5, 1000 Ljubljana",", ZAVOD REPUBLIKE SLOVENIJE ZA VARSTVO NARAVE"
