Title,First Name,E-mail Address,Business Street,Company
"IZTOK KRIŽNAR, DR. DENT. MED. SPECIALIST STOMATOLOŠKE PROTETIKE","IZTOK KRIŽNAR, DR. DENT. MED. SPECIALIST STOMATOLOŠKE PROTETIKE",,"Gosposvetska ulica 10 A, 4000 Kranj",", IZTOK KRIŽNAR, DR. DENT. MED. SPECIALIST STOMATOLOŠKE PROTETIKE"
ZOBOZDRAVSTVENA ORDINACIJA BARBARA LOMBAR DR.DENT.MED.,ZOBOZDRAVSTVENA ORDINACIJA BARBARA LOMBAR DR.DENT.MED.,,"Šolska ulica 9, 4205 Preddvor",", ZOBOZDRAVSTVENA ORDINACIJA BARBARA LOMBAR DR.DENT.MED."
JAMAL TAFI MOHAMED - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,JAMAL TAFI MOHAMED - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,,"Bistriška cesta 97, 2319 Poljčane",", JAMAL TAFI MOHAMED - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA"
ZASEBNA ZOBNA ORDINACIJA CVETKA ROGAN DR.DENT.MEDICINE,ZASEBNA ZOBNA ORDINACIJA CVETKA ROGAN DR.DENT.MEDICINE,,"Šalek 8, 3320 Velenje",", ZASEBNA ZOBNA ORDINACIJA CVETKA ROGAN DR.DENT.MEDICINE"
ZASEBNA ZOBNA AMBULANTA STRAHOVNIK MATEJ dr. dent. med.,ZASEBNA ZOBNA AMBULANTA STRAHOVNIK MATEJ dr. dent. med.,,"Vodnikova cesta 1, 3320 Velenje",", ZASEBNA ZOBNA AMBULANTA STRAHOVNIK MATEJ dr. dent. med."
RAFOT - BERLOT MARIJA - ZDRAVNIK - SPLOŠNA MEDICINA,RAFOT - BERLOT MARIJA - ZDRAVNIK - SPLOŠNA MEDICINA,,"Ulica Pohorskega bataljona 11, 2317 Oplotnica",", RAFOT - BERLOT MARIJA - ZDRAVNIK - SPLOŠNA MEDICINA"
METLIČAR ANTON - DOKTOR STOMATOLOGIJE,METLIČAR ANTON - DOKTOR STOMATOLOGIJE,,"Ulica tolminskih puntarjev 4, 5000 Nova Gorica",", METLIČAR ANTON - DOKTOR STOMATOLOGIJE"
ŠTERBENK VLASTA - ZASEBNA ZOBNA AMBULANTA,ŠTERBENK VLASTA - ZASEBNA ZOBNA AMBULANTA,,"Vodnikova cesta 1, 3320 Velenje",", ŠTERBENK VLASTA - ZASEBNA ZOBNA AMBULANTA"
NOVAK DARIJ - DOKTOR STOMATOLOGIJE,NOVAK DARIJ - DOKTOR STOMATOLOGIJE,,"Ulica tolminskih puntarjev 4, 5000 Nova Gorica",", NOVAK DARIJ - DOKTOR STOMATOLOGIJE"
MILAKOVIĆ RANKO - DEJAVNOST SPLOŠNE MEDICINE,MILAKOVIĆ RANKO - DEJAVNOST SPLOŠNE MEDICINE,,"Ptujska cesta 48, 2331 Pragersko",", MILAKOVIĆ RANKO - DEJAVNOST SPLOŠNE MEDICINE"
LEVAK - HOZJAN SONJA - ZASEBNA GINEKOLOŠKA AMBULANTA,LEVAK - HOZJAN SONJA - ZASEBNA GINEKOLOŠKA AMBULANTA,,"Vodnikova cesta 1, 3320 Velenje",", LEVAK - HOZJAN SONJA - ZASEBNA GINEKOLOŠKA AMBULANTA"
ZASEBNI VIŠJI FIZIOTERAPEVT SREČKO PLEŠNIK,ZASEBNI VIŠJI FIZIOTERAPEVT SREČKO PLEŠNIK,,"Pirešica 11 A, 3320 Velenje",", ZASEBNI VIŠJI FIZIOTERAPEVT SREČKO PLEŠNIK"
COLARIĆ MARJAN - ZDRAVNIK SPLOŠNE MEDICINE,COLARIĆ MARJAN - ZDRAVNIK SPLOŠNE MEDICINE,,"Bistriška cesta 62, 2319 Poljčane",", COLARIĆ MARJAN - ZDRAVNIK SPLOŠNE MEDICINE"
"ZASEBNI ZDRAVSTVENI DELAVEC SPECIALIST MEDICINE DELA, PROMETA IN ŠPORTA-DUŠANKA JANEŽIČ-AMBULANTA JANEŽIČ BLATNIK DUŠANKA","ZASEBNI ZDRAVSTVENI DELAVEC SPECIALIST MEDICINE DELA, PROMETA IN ŠPORTA-DUŠANKA JANEŽIČ-AMBULANTA JANEŽIČ BLATNIK DUŠANKA",,"Stanetova cesta 45, 3320 Velenje",", ZASEBNI ZDRAVSTVENI DELAVEC SPECIALIST MEDICINE DELA, PROMETA IN ŠPORTA-DUŠANKA JANEŽIČ-AMBULANTA JANEŽIČ BLATNIK DUŠANKA"
BERNHARDT HERBERT - KARDIOLOŠKA AMBULANTA,BERNHARDT HERBERT - KARDIOLOŠKA AMBULANTA,,"Cankarjeva ulica 60, 5000 Nova Gorica",", BERNHARDT HERBERT - KARDIOLOŠKA AMBULANTA"
JANEŽIČ IVAN - ZASEBNA ZOBNA AMBULANTA,JANEŽIČ IVAN - ZASEBNA ZOBNA AMBULANTA,,"Efenkova cesta 61, 3320 Velenje",", JANEŽIČ IVAN - ZASEBNA ZOBNA AMBULANTA"
"ŠADL MARJAN DR.MED., SPEC.INT.PULMOLOG - PULMOLOŠKO INTERNISTIČNA AMBULANTA","ŠADL MARJAN DR.MED., SPEC.INT.PULMOLOG - PULMOLOŠKO INTERNISTIČNA AMBULANTA",,"Ulica Vinka Vodopivca 21, 5000 Nova Gorica",", ŠADL MARJAN DR.MED., SPEC.INT.PULMOLOG - PULMOLOŠKO INTERNISTIČNA AMBULANTA"
ZOBNA ORDINACIJA BOJAN BREZAVŠČEK DR.DENT.MED.,ZOBNA ORDINACIJA BOJAN BREZAVŠČEK DR.DENT.MED.,,"Ulica Gradnikove brigade 7, 5000 Nova Gorica",", ZOBNA ORDINACIJA BOJAN BREZAVŠČEK DR.DENT.MED."
AMBROŽIČ - KOROŠEC ANDREJA - DEJAVNOST ZOBOZDRAVSTVA ODRASLIH,AMBROŽIČ - KOROŠEC ANDREJA - DEJAVNOST ZOBOZDRAVSTVA ODRASLIH,,"Cesta bratov Mravljakov 13, 3320 Velenje",", AMBROŽIČ - KOROŠEC ANDREJA - DEJAVNOST ZOBOZDRAVSTVA ODRASLIH"
ŽIČKAR ALOJZ - SPECIALIST OFTALMOLOGIJE,ŽIČKAR ALOJZ - SPECIALIST OFTALMOLOGIJE,,"Vodnikova cesta 1, 3320 Velenje",", ŽIČKAR ALOJZ - SPECIALIST OFTALMOLOGIJE"
KRUŠIČ - GREGORČIČ VESNA - DOKTOR STOMATOLOGIJE,KRUŠIČ - GREGORČIČ VESNA - DOKTOR STOMATOLOGIJE,,"Ulica Gradnikove brigade 7, 5000 Nova Gorica",", KRUŠIČ - GREGORČIČ VESNA - DOKTOR STOMATOLOGIJE"
ŠUSTER DARINKA - ZASEBNA ZOBNA ORDINACIJA,ŠUSTER DARINKA - ZASEBNA ZOBNA ORDINACIJA,,"Stanetova cesta 27, 3320 Velenje",", ŠUSTER DARINKA - ZASEBNA ZOBNA ORDINACIJA"
"ZASEBNA AMBULANTA SPLOŠNE MEDICINE TANJA PTIČAR, DR.MED.","ZASEBNA AMBULANTA SPLOŠNE MEDICINE TANJA PTIČAR, DR.MED.",,"Ponoviška cesta 6, 1270 Litija",", ZASEBNA AMBULANTA SPLOŠNE MEDICINE TANJA PTIČAR, DR.MED."
TRČEK VALERIJA - FIZIOTERAPIJA,TRČEK VALERIJA - FIZIOTERAPIJA,,"Ulica Mire Pregljeve 1, 1270 Litija",", TRČEK VALERIJA - FIZIOTERAPIJA"
"ZASEBNA AMBULANTA SPLOŠNE MEDICINE STANE PTIČAR, DR.MED.","ZASEBNA AMBULANTA SPLOŠNE MEDICINE STANE PTIČAR, DR.MED.",,"Ponoviška cesta 6, 1270 Litija",", ZASEBNA AMBULANTA SPLOŠNE MEDICINE STANE PTIČAR, DR.MED."
DIKIĆ KRSTINIĆ SNEŽANA - ZOBOZDRAVSTVO ODRASLIH,DIKIĆ KRSTINIĆ SNEŽANA - ZOBOZDRAVSTVO ODRASLIH,,"Partizanska pot 8 A, 1270 Litija",", DIKIĆ KRSTINIĆ SNEŽANA - ZOBOZDRAVSTVO ODRASLIH"
KRSTINIĆ GORAN - ZOBOZDRAVSTVO ODRASLIH,KRSTINIĆ GORAN - ZOBOZDRAVSTVO ODRASLIH,,"Partizanska pot 8 A, 1270 Litija",", KRSTINIĆ GORAN - ZOBOZDRAVSTVO ODRASLIH"
RUS SERGEJ - SPECIALIST SPLOŠNE MEDICINE,RUS SERGEJ - SPECIALIST SPLOŠNE MEDICINE,,"Vodnikova cesta 1, 3320 Velenje",", RUS SERGEJ - SPECIALIST SPLOŠNE MEDICINE"
JEVŠEK BOŽIDAR - ANTON - DOKTOR STOMATOLOGIJE,JEVŠEK BOŽIDAR - ANTON - DOKTOR STOMATOLOGIJE,,"Kidričeva cesta 57, 3320 Velenje",", JEVŠEK BOŽIDAR - ANTON - DOKTOR STOMATOLOGIJE"
"ZASEBNA ZOBNA ORDINACIJA, ZORA KOHAROVIĆ PAVLOVIĆ, dr.dent.med.","ZASEBNA ZOBNA ORDINACIJA, ZORA KOHAROVIĆ PAVLOVIĆ, dr.dent.med.",,"Vodnikova cesta 1, 3320 Velenje",", ZASEBNA ZOBNA ORDINACIJA, ZORA KOHAROVIĆ PAVLOVIĆ, dr.dent.med."
BUDNA MAJDA - DOKTOR STOMATOLOGIJE,BUDNA MAJDA - DOKTOR STOMATOLOGIJE,,"Vodnikova cesta 1, 3320 Velenje",", BUDNA MAJDA - DOKTOR STOMATOLOGIJE"
PAVLOVIĆ MIROSLAV - DOKTOR STOMATOLOGIJE,PAVLOVIĆ MIROSLAV - DOKTOR STOMATOLOGIJE,,"Vodnikova cesta 1, 3320 Velenje",", PAVLOVIĆ MIROSLAV - DOKTOR STOMATOLOGIJE"
PUPIČ - GABERŠEK VESNA - DOKTOR STOMATOLOGIJE,PUPIČ - GABERŠEK VESNA - DOKTOR STOMATOLOGIJE,,"Vodnikova cesta 1, 3320 Velenje",", PUPIČ - GABERŠEK VESNA - DOKTOR STOMATOLOGIJE"
Zasebna šolska in mladinska zobna ambulanta BEDENE ZVEZDANA - dr. dentalne medicine,Zasebna šolska in mladinska zobna ambulanta BEDENE ZVEZDANA - dr. dentalne medicine,,"Pot v gaj 2, 6000 Koper - Capodistria",", Zasebna šolska in mladinska zobna ambulanta BEDENE ZVEZDANA - dr. dentalne medicine"
FELE ŽUJIČ ANICA - ZASEBNA ZOBNA ORDINACIJA,FELE ŽUJIČ ANICA - ZASEBNA ZOBNA ORDINACIJA,,"Novi dom 11, 1430 Hrastnik",", FELE ŽUJIČ ANICA - ZASEBNA ZOBNA ORDINACIJA"
SEDEJ DUŠAN - ZASEBNA AMBULANTA SPLOŠNE MEDICINE,SEDEJ DUŠAN - ZASEBNA AMBULANTA SPLOŠNE MEDICINE,,"Trg svobode 9, 4226 Žiri",", SEDEJ DUŠAN - ZASEBNA AMBULANTA SPLOŠNE MEDICINE"
DOKTOR MEDICINE HERMINA OSOJNIK,DOKTOR MEDICINE HERMINA OSOJNIK,,"Ob Suhi 5, 2390 Ravne na Koroškem",", DOKTOR MEDICINE HERMINA OSOJNIK"
"SPECIALISTIČNA ORDINACIJA ZA ZOBNE, USTNE BOLEZNI IN PARODONTOLOGIJO VASILIJ VENDRAMIN DR.DENT.MED.","SPECIALISTIČNA ORDINACIJA ZA ZOBNE, USTNE BOLEZNI IN PARODONTOLOGIJO VASILIJ VENDRAMIN DR.DENT.MED.",,"Ulica tolminskih puntarjev 4, 5000 Nova Gorica",", SPECIALISTIČNA ORDINACIJA ZA ZOBNE, USTNE BOLEZNI IN PARODONTOLOGIJO VASILIJ VENDRAMIN DR.DENT.MED."
SREČKO HERLIČ - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,SREČKO HERLIČ - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,,"Trg Alfonza Šarha 18, 2310 Slovenska Bistrica",", SREČKO HERLIČ - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA"
PERIĆ MARIJA dr.med. - ZASEBNA SPLOŠNA AMBULANTA CANKOVA,PERIĆ MARIJA dr.med. - ZASEBNA SPLOŠNA AMBULANTA CANKOVA,,"Cankova 65, 9261 Cankova",", PERIĆ MARIJA dr.med. - ZASEBNA SPLOŠNA AMBULANTA CANKOVA"
DJURIĆ IVAN - ZASEBNA AMBULANTA,DJURIĆ IVAN - ZASEBNA AMBULANTA,,"Petrovče 33, 3301 Petrovče",", DJURIĆ IVAN - ZASEBNA AMBULANTA"
"ZASEBNA ZOBNA AMBULANTA NIKOLA POTOČNIK, DR.DENT.MED.","ZASEBNA ZOBNA AMBULANTA NIKOLA POTOČNIK, DR.DENT.MED.",,"Mestni trg 5, 3310 Žalec",", ZASEBNA ZOBNA AMBULANTA NIKOLA POTOČNIK, DR.DENT.MED."
ZASEBNA AMBULANTA VLASTA GRABAR,ZASEBNA AMBULANTA VLASTA GRABAR,,"Lendavska ulica 17 A, 9000 Murska Sobota",", ZASEBNA AMBULANTA VLASTA GRABAR"
DOMANOVIĆ MIROSLAVA - ULTRAZVOK SPECIALISTIČNA ORDINACIJA,DOMANOVIĆ MIROSLAVA - ULTRAZVOK SPECIALISTIČNA ORDINACIJA,,"Cvetkova ulica 10, 9000 Murska Sobota",", DOMANOVIĆ MIROSLAVA - ULTRAZVOK SPECIALISTIČNA ORDINACIJA"
VUJIĆ JOVICA - ZASEBNA ZOBNA ORDINACIJA,VUJIĆ JOVICA - ZASEBNA ZOBNA ORDINACIJA,,"Puconci 80, 9201 Puconci",", VUJIĆ JOVICA - ZASEBNA ZOBNA ORDINACIJA"
RAJNAR - VOROŠ ZVEZDICA - SANA VITA ZASEBNA SPLOŠNA AMBULANTA,RAJNAR - VOROŠ ZVEZDICA - SANA VITA ZASEBNA SPLOŠNA AMBULANTA,,"Cvetkova ulica 10, 9000 Murska Sobota",", RAJNAR - VOROŠ ZVEZDICA - SANA VITA ZASEBNA SPLOŠNA AMBULANTA"
DR. LAH KRAVANJA SANDA ZASEBNA ZOBNA ORDINACIJA,DR. LAH KRAVANJA SANDA ZASEBNA ZOBNA ORDINACIJA,,"Mala vas 56, 5230 Bovec",", DR. LAH KRAVANJA SANDA ZASEBNA ZOBNA ORDINACIJA"
OČESNA AMBULANTA KIRALY LUDVIK DR.MED.,OČESNA AMBULANTA KIRALY LUDVIK DR.MED.,,"Mlinska ulica 7, 9220 Lendava - Lendva",", OČESNA AMBULANTA KIRALY LUDVIK DR.MED."
"ZASEBNA ZOBOZDRAVNIŠKA ORDINACIJA ZA ODRASLE ALOJZ RENČELJ, DR.DENT.MED","ZASEBNA ZOBOZDRAVNIŠKA ORDINACIJA ZA ODRASLE ALOJZ RENČELJ, DR.DENT.MED",,"Gosposvetska ulica 10 A, 4000 Kranj",", ZASEBNA ZOBOZDRAVNIŠKA ORDINACIJA ZA ODRASLE ALOJZ RENČELJ, DR.DENT.MED"
REPOLUSK EDVARD - PSIHIATRIČNA AMBULANTA,REPOLUSK EDVARD - PSIHIATRIČNA AMBULANTA,,"Glavni trg 21, 4000 Kranj",", REPOLUSK EDVARD - PSIHIATRIČNA AMBULANTA"
"ZOBNA ORDINACIJA MILENA ŠIFRAR-KOPAČ, DR. DENT. MED.","ZOBNA ORDINACIJA MILENA ŠIFRAR-KOPAČ, DR. DENT. MED.",,"Gosposvetska ulica 10 A, 4000 Kranj",", ZOBNA ORDINACIJA MILENA ŠIFRAR-KOPAČ, DR. DENT. MED."
TERAN ERIKA - ZOBOZDRAVSTVO ODRASLIH,TERAN ERIKA - ZOBOZDRAVSTVO ODRASLIH,,"Zgornje Duplje 101 A, 4203 Duplje",", TERAN ERIKA - ZOBOZDRAVSTVO ODRASLIH"
JURIČEV MARIN - ZASEBNA ZOBNA AMBULANTA,JURIČEV MARIN - ZASEBNA ZOBNA AMBULANTA,,"Kolodvorska cesta 24, 6257 Pivka",", JURIČEV MARIN - ZASEBNA ZOBNA AMBULANTA"
TEŠNJAK DUŠANKA - ZASEBNA ZOBNA ORDINACIJA,TEŠNJAK DUŠANKA - ZASEBNA ZOBNA ORDINACIJA,,"Gregorčičeva ulica 5, 3000 Celje",", TEŠNJAK DUŠANKA - ZASEBNA ZOBNA ORDINACIJA"
MEDICINA VIVAMED IZUDIN KANLIČ DR MED,MEDICINA VIVAMED IZUDIN KANLIČ DR MED,,"Osojnikova cesta 9, 2250 Ptuj",", MEDICINA VIVAMED IZUDIN KANLIČ DR MED"
"DOLENC JANEZ - ZASEBNA AMBULANTA MEDICINE DELA, PROMETA IN ŠPORTA TER SPLOŠNE MEDICINE","DOLENC JANEZ - ZASEBNA AMBULANTA MEDICINE DELA, PROMETA IN ŠPORTA TER SPLOŠNE MEDICINE",,"Stara cesta 10, 4220 Škofja Loka",", DOLENC JANEZ - ZASEBNA AMBULANTA MEDICINE DELA, PROMETA IN ŠPORTA TER SPLOŠNE MEDICINE"
SKOČIR ELIZABETA - PATRONAŽNA ZDRAVSTVENA NEGA,SKOČIR ELIZABETA - PATRONAŽNA ZDRAVSTVENA NEGA,,"Novi dom 11, 1430 Hrastnik",", SKOČIR ELIZABETA - PATRONAŽNA ZDRAVSTVENA NEGA"
GUNA JERNEJ - ZASEBNA ZOBNA ORDINACIJA,GUNA JERNEJ - ZASEBNA ZOBNA ORDINACIJA,,"Novi dom 11, 1430 Hrastnik",", GUNA JERNEJ - ZASEBNA ZOBNA ORDINACIJA"
TRIFUNAC VELEMIR - ZASEBNA ZOBNA AMBULANTA,TRIFUNAC VELEMIR - ZASEBNA ZOBNA AMBULANTA,,"Breg 6 A, 2322 Majšperk",", TRIFUNAC VELEMIR - ZASEBNA ZOBNA AMBULANTA"
TOŠIČ ZORICA - ZASEBNA ZOBNA AMBULANTA,TOŠIČ ZORICA - ZASEBNA ZOBNA AMBULANTA,,"Breg 6 A, 2322 Majšperk",", TOŠIČ ZORICA - ZASEBNA ZOBNA AMBULANTA"
