Title,First Name,E-mail Address,Business Street,Company
LOVSKA DRUŽINA BRJE - ERZELJ,LOVSKA DRUŽINA BRJE - ERZELJ,,"Erzelj 17, 5271 Vipava",", LOVSKA DRUŽINA BRJE - ERZELJ"
JAMARSKO DRUŠTVO SIMON ZIMA - GORJE,JAMARSKO DRUŠTVO SIMON ZIMA - GORJE,,"Grabče 3, 4247 Zgornje Gorje",", JAMARSKO DRUŠTVO SIMON ZIMA - GORJE"
SMUČARSKO TEKAŠKO DRUŠTVO LUČE,SMUČARSKO TEKAŠKO DRUŠTVO LUČE,,"Luče 106, 3334 Luče",", SMUČARSKO TEKAŠKO DRUŠTVO LUČE"
DRUŠTVO KOROŠKI MEDGENERACIJSKI CENTER,DRUŠTVO KOROŠKI MEDGENERACIJSKI CENTER,,"Trg svobode 20, 2390 Ravne na Koroškem",", DRUŠTVO KOROŠKI MEDGENERACIJSKI CENTER"
RIBIŠKA DRUŽINA ZAGORJE OB SAVI,RIBIŠKA DRUŽINA ZAGORJE OB SAVI,,"Naselje Srečka Kosovela 2 B, 1410 Zagorje ob Savi",", RIBIŠKA DRUŽINA ZAGORJE OB SAVI"
PROSTOVOLJNO GASILSKO DRUŠTVO LOŽNICA PRI ŽALCU,PROSTOVOLJNO GASILSKO DRUŠTVO LOŽNICA PRI ŽALCU,,"Ložnica pri Žalcu 24, 3310 Žalec",", PROSTOVOLJNO GASILSKO DRUŠTVO LOŽNICA PRI ŽALCU"
LOVSKA DRUŽINA BISTRICA OB SOTLI,LOVSKA DRUŽINA BISTRICA OB SOTLI,,"Hrastje ob Bistrici 32, 3256 Bistrica ob Sotli",", LOVSKA DRUŽINA BISTRICA OB SOTLI"
RIBIŠKA DRUŽINA ŽIRI,RIBIŠKA DRUŽINA ŽIRI,,"Pot na Rovt 9, 4226 Žiri",", RIBIŠKA DRUŽINA ŽIRI"
LOVSKA DRUŽINA POLZELA,LOVSKA DRUŽINA POLZELA,,"Založe 36 A, 3313 Polzela",", LOVSKA DRUŽINA POLZELA"
RIBIŠKA DRUŽINA ŠEMPETER V SAVINJSKI DOLINI,RIBIŠKA DRUŽINA ŠEMPETER V SAVINJSKI DOLINI,,"Preserje 9, 3314 Braslovče",", RIBIŠKA DRUŽINA ŠEMPETER V SAVINJSKI DOLINI"
PROSTOVOLJNO GASILSKO DRUŠTVO ZAGOJIČI,PROSTOVOLJNO GASILSKO DRUŠTVO ZAGOJIČI,,"Zagojiči 6, 2272 Gorišnica",", PROSTOVOLJNO GASILSKO DRUŠTVO ZAGOJIČI"
LOVSKA DRUŽINA KRIŽEVCI PRI LJUTOMERU,LOVSKA DRUŽINA KRIŽEVCI PRI LJUTOMERU,,"Iljaševci 63, 9242 Križevci pri Ljutomeru",", LOVSKA DRUŽINA KRIŽEVCI PRI LJUTOMERU"
LOVSKA DRUŽINA VRANSKO,LOVSKA DRUŽINA VRANSKO,,"Tešova 26, 3305 Vransko",", LOVSKA DRUŽINA VRANSKO"
"Lovska družina ""Orlica""-Vuhred","Lovska družina ""Orlica""-Vuhred",,"Sv. Anton na Pohorju 38, 2365 Vuhred",", Lovska družina ""Orlica""-Vuhred"
LOVSKA DRUŽINA DRAMLJE,LOVSKA DRUŽINA DRAMLJE,,"Jazbine 18 A, 3222 Dramlje",", LOVSKA DRUŽINA DRAMLJE"
PROSTOVOLJNO GASILSKO DRUŠTVO VELENJE,PROSTOVOLJNO GASILSKO DRUŠTVO VELENJE,,"Žarova cesta 2, 3320 Velenje",", PROSTOVOLJNO GASILSKO DRUŠTVO VELENJE"
LOVSKA DRUŽINA BRKINI,LOVSKA DRUŽINA BRKINI,,"Stritarjeva ulica 1, 6250 Ilirska Bistrica",", LOVSKA DRUŽINA BRKINI"
PROSTOVOLJNO GASILSKO DRUŠTVO HAJDINA,PROSTOVOLJNO GASILSKO DRUŠTVO HAJDINA,,"Spodnja Hajdina 62 A, 2288 Hajdina",", PROSTOVOLJNO GASILSKO DRUŠTVO HAJDINA"
PROSTOVOLJNO GASILSKO DRUŠTVO DREŠINJA VAS,PROSTOVOLJNO GASILSKO DRUŠTVO DREŠINJA VAS,,"Drešinja vas 6, 3301 Petrovče",", PROSTOVOLJNO GASILSKO DRUŠTVO DREŠINJA VAS"
LOVSKA DRUŽINA POBREŽJE MIKLAVŽ,LOVSKA DRUŽINA POBREŽJE MIKLAVŽ,,"Nad izviri 6, 2204 Miklavž na Dravskem polju",", LOVSKA DRUŽINA POBREŽJE MIKLAVŽ"
LOVSKA DRUŽINA KOČEVJE,LOVSKA DRUŽINA KOČEVJE,,"Mahovnik 90, 1330 Kočevje",", LOVSKA DRUŽINA KOČEVJE"
Lovska družina Slovenska Bistrica,Lovska družina Slovenska Bistrica,,"Zgornja Bistrica 25, 2310 Slovenska Bistrica",", Lovska družina Slovenska Bistrica"
Lovska družina Vurmat,Lovska družina Vurmat,,"Vurmat - del 44, 2361 Ožbalt",", Lovska družina Vurmat"
LOVSKA DRUŽINA LUKOVICA,LOVSKA DRUŽINA LUKOVICA,,"Čeplje 34, 1225 Lukovica",", LOVSKA DRUŽINA LUKOVICA"
LOVSKA DRUŽINA VIDEŽ KOZINA,LOVSKA DRUŽINA VIDEŽ KOZINA,,"Obrtniška ulica 2, 6240 Kozina",", LOVSKA DRUŽINA VIDEŽ KOZINA"
LOVSKA DRUŽINA SLAVNIK MATERIJA,LOVSKA DRUŽINA SLAVNIK MATERIJA,,"Materija 18, 6242 Materija",", LOVSKA DRUŽINA SLAVNIK MATERIJA"
PROSTOVOLJNO GASILSKO DRUŠTVO SLOVENJA VAS,PROSTOVOLJNO GASILSKO DRUŠTVO SLOVENJA VAS,,"Slovenja vas 56 A, 2288 Hajdina",", PROSTOVOLJNO GASILSKO DRUŠTVO SLOVENJA VAS"
PROSTOVOLJNO GASILSKO DRUŠTVO LJUTOMER,PROSTOVOLJNO GASILSKO DRUŠTVO LJUTOMER,,"Rajh Nade ulica 20, 9240 Ljutomer",", PROSTOVOLJNO GASILSKO DRUŠTVO LJUTOMER"
LOVSKA DRUŽINA VELIKE POLJANE,LOVSKA DRUŽINA VELIKE POLJANE,,"Ortnek 8, 1316 Ortnek",", LOVSKA DRUŽINA VELIKE POLJANE"
LOVSKA DRUŽINA POLJČANE,LOVSKA DRUŽINA POLJČANE,,"Studenice 22, 2319 Poljčane",", LOVSKA DRUŽINA POLJČANE"
PROSTOVOLJNO GASILSKO DRUŠTVO BEVČE,PROSTOVOLJNO GASILSKO DRUŠTVO BEVČE,,"Bevče 24 A, 3320 Velenje",", PROSTOVOLJNO GASILSKO DRUŠTVO BEVČE"
RIBIŠKA DRUŽINA IDRIJA,RIBIŠKA DRUŽINA IDRIJA,,"Srednja Kanomlja 34 A, 5281 Spodnja Idrija",", RIBIŠKA DRUŽINA IDRIJA"
LOVSKA DRUŽINA PREDGRAD,LOVSKA DRUŽINA PREDGRAD,,"Predgrad 29, 8342 Stari trg ob Kolpi",", LOVSKA DRUŽINA PREDGRAD"
LOVSKA DRUŽINA SOČA,LOVSKA DRUŽINA SOČA,,"Soča 11 A, 5232 Soča",", LOVSKA DRUŽINA SOČA"
LOVSKA DRUŽINA TABOR DORNBERK - BRANIK,LOVSKA DRUŽINA TABOR DORNBERK - BRANIK,,"Potok pri Dornberku 30, 5294 Dornberk",", LOVSKA DRUŽINA TABOR DORNBERK - BRANIK"
LOVSKA DRUŽINA ANHOVO,LOVSKA DRUŽINA ANHOVO,,"Paljevo 8, 5210 Deskle",", LOVSKA DRUŽINA ANHOVO"
LOVSKA DRUŽINA PRESTRANEK,LOVSKA DRUŽINA PRESTRANEK,,"Ulica padlih borcev 7, 6258 Prestranek",", LOVSKA DRUŽINA PRESTRANEK"
Lovska družina Oplotnica,Lovska družina Oplotnica,,"Gmajna 22, 2317 Oplotnica",", Lovska družina Oplotnica"
LOVSKA DRUŽINA JEZERO KOMEN,LOVSKA DRUŽINA JEZERO KOMEN,,"Komen 14, 6223 Komen",", LOVSKA DRUŽINA JEZERO KOMEN"
LOVSKA DRUŽINA BENEDIKT,LOVSKA DRUŽINA BENEDIKT,,"Lovska cesta 17, 2234 Benedikt",", LOVSKA DRUŽINA BENEDIKT"
LOVSKA DRUŽINA TRNOVSKI GOZD,LOVSKA DRUŽINA TRNOVSKI GOZD,,"Trnovo 51, 5252 Trnovo pri Gorici",", LOVSKA DRUŽINA TRNOVSKI GOZD"
LOVSKA DRUŽINA LIBELIČE,LOVSKA DRUŽINA LIBELIČE,,"Črneška Gora 11, 2370 Dravograd",", LOVSKA DRUŽINA LIBELIČE"
LOVSKA DRUŽINA BABNO POLJE,LOVSKA DRUŽINA BABNO POLJE,,"Babno Polje 3, 1386 Stari trg pri Ložu",", LOVSKA DRUŽINA BABNO POLJE"
LOVSKA DRUŽINA JELENK SPODNJA IDRIJA,LOVSKA DRUŽINA JELENK SPODNJA IDRIJA,,"Na Vasi 36, 5281 Spodnja Idrija",", LOVSKA DRUŽINA JELENK SPODNJA IDRIJA"
LOVSKA DRUŽINA ČRNA JAMA POSTOJNA,LOVSKA DRUŽINA ČRNA JAMA POSTOJNA,,"Zagon 3 B, 6230 Postojna",", LOVSKA DRUŽINA ČRNA JAMA POSTOJNA"
PROSTOVOLJNO GASILSKO DRUŠTVO ŠKALE,PROSTOVOLJNO GASILSKO DRUŠTVO ŠKALE,,"Škale 85 B, 3320 Velenje",", PROSTOVOLJNO GASILSKO DRUŠTVO ŠKALE"
PROSTOVOLJNO GASILSKO DRUŠTVO MALA VAS,PROSTOVOLJNO GASILSKO DRUŠTVO MALA VAS,,"Mala vas 31, 2272 Gorišnica",", PROSTOVOLJNO GASILSKO DRUŠTVO MALA VAS"
RIBIŠKA DRUŽINA KOPER,RIBIŠKA DRUŽINA KOPER,,"Cesta na Rižano 30, 6276 Pobegi",", RIBIŠKA DRUŽINA KOPER"
LOVSKA DRUŽINA TIŠINA,LOVSKA DRUŽINA TIŠINA,,"Tišina 4, 9251 Tišina",", LOVSKA DRUŽINA TIŠINA"
PROSTOVOLJNO GASILSKO DRUŠTVO ŠEŠČE,PROSTOVOLJNO GASILSKO DRUŠTVO ŠEŠČE,,"Šešče pri Preboldu 51 A, 3312 Prebold",", PROSTOVOLJNO GASILSKO DRUŠTVO ŠEŠČE"
RIBIŠKA DRUŽINA SOTLA,RIBIŠKA DRUŽINA SOTLA,,"Vonarje 13, 3253 Pristava pri Mestinju",", RIBIŠKA DRUŽINA SOTLA"
LOVSKA DRUŽINA PODSREDA,LOVSKA DRUŽINA PODSREDA,,"Podsreda 6, 3257 Podsreda",", LOVSKA DRUŽINA PODSREDA"
PROSTOVOLJNO GASILSKO DRUŠTVO KOSTRIVNICA,PROSTOVOLJNO GASILSKO DRUŠTVO KOSTRIVNICA,,"Zgornja Kostrivnica 10 A, 3241 Podplat",", PROSTOVOLJNO GASILSKO DRUŠTVO KOSTRIVNICA"
PROSTOVOLJNO GASILSKO DRUŠTVO SELCA,PROSTOVOLJNO GASILSKO DRUŠTVO SELCA,,"Selca 22, 4227 Selca",", PROSTOVOLJNO GASILSKO DRUŠTVO SELCA"
LOVSKA DRUŽINA DOLIČ,LOVSKA DRUŽINA DOLIČ,,"Srednji Dolič 1, 2382 Mislinja",", LOVSKA DRUŽINA DOLIČ"
RIBIŠKA DRUŽINA RADGONA,RIBIŠKA DRUŽINA RADGONA,,"Podgrad 41, 9250 Gornja Radgona",", RIBIŠKA DRUŽINA RADGONA"
LOVSKA DRUŽINA IZOLA,LOVSKA DRUŽINA IZOLA,,"Baredi 20, 6310 Izola - Isola",", LOVSKA DRUŽINA IZOLA"
RIBIŠKA DRUŽINA STRAŽA-SAVA,RIBIŠKA DRUŽINA STRAŽA-SAVA,,"Spodnje Gameljne 62, 1211 Ljubljana - Šmartno",", RIBIŠKA DRUŽINA STRAŽA-SAVA"
LOVSKA DRUŽINA ISTRA GRAČIŠČE,LOVSKA DRUŽINA ISTRA GRAČIŠČE,,"Trebeše 40, 6272 Gračišče",", LOVSKA DRUŽINA ISTRA GRAČIŠČE"
LOVSKA DRUŽINA TRSTELJ,LOVSKA DRUŽINA TRSTELJ,,"Kostanjevica na Krasu 28, 5296 Kostanjevica na Krasu",", LOVSKA DRUŽINA TRSTELJ"
LOVSKA DRUŽINA HUM CELJE,LOVSKA DRUŽINA HUM CELJE,,"Maistrova ulica 30, 3000 Celje",", LOVSKA DRUŽINA HUM CELJE"
LOVSKA DRUŽINA KOBARID,LOVSKA DRUŽINA KOBARID,,"Gregorčičeva ulica 63, 5222 Kobarid",", LOVSKA DRUŽINA KOBARID"
Lovska družina Ptuj,Lovska družina Ptuj,,"Sela 37, 2288 Hajdina",", Lovska družina Ptuj"
Lovska družina Hoče,Lovska družina Hoče,,"Hočko Pohorje 49, 2311 Hoče",", Lovska družina Hoče"
GASILSKA ZVEZA KOKRA,GASILSKA ZVEZA KOKRA,,"Gasilska cesta 4, 4208 Šenčur",", GASILSKA ZVEZA KOKRA"
LOVSKA DRUŽINA SVETA ANA,LOVSKA DRUŽINA SVETA ANA,,"Sv. Ana v Slov. goricah 27, 2233 Sv. Ana v Slov. goricah",", LOVSKA DRUŽINA SVETA ANA"
Lovska družina Stoperce,Lovska družina Stoperce,,"Stoperce 13 D, 2289 Stoperce",", Lovska družina Stoperce"
LOVSKA DRUŽINA MIRNA,LOVSKA DRUŽINA MIRNA,,"Zapuže 23, 8233 Mirna",", LOVSKA DRUŽINA MIRNA"
LOVSKA DRUŽINA SENOVO,LOVSKA DRUŽINA SENOVO,,"Brezje pri Dovškem 33 A, 8281 Senovo",", LOVSKA DRUŽINA SENOVO"
LOVSKA DRUŽINA MENGEŠ,LOVSKA DRUŽINA MENGEŠ,,"Ropretova cesta 36 A, 1234 Mengeš",", LOVSKA DRUŽINA MENGEŠ"
LOVSKA DRUŽINA HORJUL,LOVSKA DRUŽINA HORJUL,,"Zaklanec 22 A, 1354 Horjul",", LOVSKA DRUŽINA HORJUL"
LOVSKA DRUŽINA JAKOB,LOVSKA DRUŽINA JAKOB,,"Zgornji Jakobski Dol 7, 2222 Jakobski dol",", LOVSKA DRUŽINA JAKOB"
GASILSKA ZVEZA DOMŽALE,GASILSKA ZVEZA DOMŽALE,,"Količevo 2 A, 1230 Domžale",", GASILSKA ZVEZA DOMŽALE"
Lovska družina Jože Lacko Ptuj,Lovska družina Jože Lacko Ptuj,,"Spuhlja 33 B, 2250 Ptuj",", Lovska družina Jože Lacko Ptuj"
LOVSKA DRUŽINA MORAVČE,LOVSKA DRUŽINA MORAVČE,,"Detelova cesta 20, 1251 Moravče",", LOVSKA DRUŽINA MORAVČE"
PROSTOVOLJNO GASILSKO DRUŠTVO KOMEN,PROSTOVOLJNO GASILSKO DRUŠTVO KOMEN,,"Komen 96, 6223 Komen",", PROSTOVOLJNO GASILSKO DRUŠTVO KOMEN"
OBMOČNO ZDRUŽENJE RDEČEGA KRIŽA VRHNIKA,OBMOČNO ZDRUŽENJE RDEČEGA KRIŽA VRHNIKA,,"Poštna ulica 7 B, 1360 Vrhnika",", OBMOČNO ZDRUŽENJE RDEČEGA KRIŽA VRHNIKA"
LOVSKA DRUŽINA SORŠKO POLJE,LOVSKA DRUŽINA SORŠKO POLJE,,"Meja 10, 4211 Mavčiče",", LOVSKA DRUŽINA SORŠKO POLJE"
RIBIŠKA DRUŽINA MEDVODE,RIBIŠKA DRUŽINA MEDVODE,,"Šmartno 90, 1211 Ljubljana - Šmartno",", RIBIŠKA DRUŽINA MEDVODE"
LOVSKA DRUŽINA PUGLED,LOVSKA DRUŽINA PUGLED,,"Vidergarjeva ulica 13, 1261 Ljubljana - Dobrunje",", LOVSKA DRUŽINA PUGLED"
LOVSKA DRUŽINA TABOR SEŽANA,LOVSKA DRUŽINA TABOR SEŽANA,,"Partizanska cesta 29, 6210 Sežana",", LOVSKA DRUŽINA TABOR SEŽANA"
LOVSKA DRUŽINA ŠENČUR,LOVSKA DRUŽINA ŠENČUR,,"Hrastje 52 L, 4000 Kranj",", LOVSKA DRUŽINA ŠENČUR"
LOVSKA DRUŽINA BLED,LOVSKA DRUŽINA BLED,,"Grajska cesta 59, 4260 Bled",", LOVSKA DRUŽINA BLED"
LOVSKA DRUŽINA MORAVCI,LOVSKA DRUŽINA MORAVCI,,"Dolga ulica 160, 9226 Moravske Toplice",", LOVSKA DRUŽINA MORAVCI"
PROSTOVOLJNO GASILSKO DRUŠTVO KAPLJA VAS,PROSTOVOLJNO GASILSKO DRUŠTVO KAPLJA VAS,,"Kaplja vas 55, 3312 Prebold",", PROSTOVOLJNO GASILSKO DRUŠTVO KAPLJA VAS"
Lovska družina Lenart,Lovska družina Lenart,,"Spodnji Porčič 22, 2230 Lenart v Slov. goricah",", Lovska družina Lenart"
PROSTOVOLJNO GASILSKO DRUŠTVO ŽALEC,PROSTOVOLJNO GASILSKO DRUŠTVO ŽALEC,,"Ulica heroja Staneta 1, 3310 Žalec",", PROSTOVOLJNO GASILSKO DRUŠTVO ŽALEC"
GASILSKA ZVEZA ŽALEC,GASILSKA ZVEZA ŽALEC,,"Ulica heroja Staneta 1, 3310 Žalec",", GASILSKA ZVEZA ŽALEC"
PROSTOVOLJNO GASILSKO DRUŠTVO POLZELA,PROSTOVOLJNO GASILSKO DRUŠTVO POLZELA,,"Velenjska cesta 2, 3313 Polzela",", PROSTOVOLJNO GASILSKO DRUŠTVO POLZELA"
PROSTOVOLJNO GASILSKO DRUŠTVO ŠALEK,PROSTOVOLJNO GASILSKO DRUŠTVO ŠALEK,,"Šalek 24, 3320 Velenje",", PROSTOVOLJNO GASILSKO DRUŠTVO ŠALEK"
LOVSKA DRUŽINA PODGORJE PRI SLOVENJ GRADCU,LOVSKA DRUŽINA PODGORJE PRI SLOVENJ GRADCU,,"Podgorje 139, 2381 Podgorje pri Slovenj Gradcu",", LOVSKA DRUŽINA PODGORJE PRI SLOVENJ GRADCU"
LOVSKA DRUŽINA KROPA,LOVSKA DRUŽINA KROPA,,"Podnart 27, 4244 Podnart",", LOVSKA DRUŽINA KROPA"
LOVSKA DRUŽINA BOHINJSKA BISTRICA,LOVSKA DRUŽINA BOHINJSKA BISTRICA,,"Grajska ulica 10, 4264 Bohinjska Bistrica",", LOVSKA DRUŽINA BOHINJSKA BISTRICA"
RIBIŠKA DRUŽINA RADOVLJICA,RIBIŠKA DRUŽINA RADOVLJICA,,"Lancovo 7 A, 4240 Radovljica",", RIBIŠKA DRUŽINA RADOVLJICA"
Ribiška družina MURA PALOMA,Ribiška družina MURA PALOMA,,"Vranji Vrh 88, 2214 Sladki vrh",", Ribiška družina MURA PALOMA"
LOVSKA DRUŽINA PADEŽ,LOVSKA DRUŽINA PADEŽ,,"Birčna vas 52, 8000 Novo mesto",", LOVSKA DRUŽINA PADEŽ"
PROSTOVOLJNO GASILSKO DRUŠTVO PRISTAVA,PROSTOVOLJNO GASILSKO DRUŠTVO PRISTAVA,,"Pristava 30 D, 9240 Ljutomer",", PROSTOVOLJNO GASILSKO DRUŠTVO PRISTAVA"
PROSTOVOLJNO GASILSKO DRUŠTVO BRANOSLAVCI,PROSTOVOLJNO GASILSKO DRUŠTVO BRANOSLAVCI,,"Branoslavci 9 A, 9240 Ljutomer",", PROSTOVOLJNO GASILSKO DRUŠTVO BRANOSLAVCI"
JAMARSKI KLUB KAMNIK,JAMARSKI KLUB KAMNIK,,"Žebljarska pot 2, 1241 Kamnik",", JAMARSKI KLUB KAMNIK"
LOVSKA DRUŽINA PREŽIHOVO,LOVSKA DRUŽINA PREŽIHOVO,,"Podgora 44, 2394 Kotlje",", LOVSKA DRUŽINA PREŽIHOVO"
LOVSKA DRUŽINA PODVELKA,LOVSKA DRUŽINA PODVELKA,,"Rdeči Breg - del 49, 2363 Podvelka",", LOVSKA DRUŽINA PODVELKA"
PROSTOVOLJNO GASILSKO DRUŠTVO KRIŠTANCI-ŠALINCI,PROSTOVOLJNO GASILSKO DRUŠTVO KRIŠTANCI-ŠALINCI,,"Šalinci 29, 9242 Križevci pri Ljutomeru",", PROSTOVOLJNO GASILSKO DRUŠTVO KRIŠTANCI-ŠALINCI"
RIBIŠKA DRUŽINA MURSKA SOBOTA,RIBIŠKA DRUŽINA MURSKA SOBOTA,,"Bakovska ulica 37, 9000 Murska Sobota",", RIBIŠKA DRUŽINA MURSKA SOBOTA"
Lovska družina Kungota,Lovska družina Kungota,,"Spodnje Vrtiče 1 D, 2201 Zgornja Kungota",", Lovska družina Kungota"
Lovska družina Makole,Lovska družina Makole,,"Štatenberg 90, 2321 Makole",", Lovska družina Makole"
LOVSKA DRUŽINA GOLAVABUKA,LOVSKA DRUŽINA GOLAVABUKA,,"Golavabuka 47 B, 2383 Šmartno pri Slovenj Gradcu",", LOVSKA DRUŽINA GOLAVABUKA"
PROSTOVOLJNO GASILSKO DRUŠTVO RUDNO,PROSTOVOLJNO GASILSKO DRUŠTVO RUDNO,,"Rudno 5, 4228 Železniki",", PROSTOVOLJNO GASILSKO DRUŠTVO RUDNO"
LOVSKA DRUŽINA MISLINJA,LOVSKA DRUŽINA MISLINJA,,"Završe 49, 2382 Mislinja",", LOVSKA DRUŽINA MISLINJA"
LOVSKA DRUŽINA PŠATA,LOVSKA DRUŽINA PŠATA,,"Dragomelj 20, 1230 Domžale",", LOVSKA DRUŽINA PŠATA"
LOVSKA DRUŽINA JEZERSKO,LOVSKA DRUŽINA JEZERSKO,,"Zgornje Jezersko 150 A, 4206 Zgornje Jezersko",", LOVSKA DRUŽINA JEZERSKO"
PROSTOVOLJNO GASILSKO DRUŠTVO GRESOVŠČAK,PROSTOVOLJNO GASILSKO DRUŠTVO GRESOVŠČAK,,"Gresovščak 5 A, 9240 Ljutomer",", PROSTOVOLJNO GASILSKO DRUŠTVO GRESOVŠČAK"
PROSTOVOLJNO GASILSKO DRUŠTVO STROČJA VAS,PROSTOVOLJNO GASILSKO DRUŠTVO STROČJA VAS,,"Stročja vas 47 A, 9240 Ljutomer",", PROSTOVOLJNO GASILSKO DRUŠTVO STROČJA VAS"
PROSTOVOLJNO GASILSKO DRUŠTVO RADOSLAVCI,PROSTOVOLJNO GASILSKO DRUŠTVO RADOSLAVCI,,"Radoslavci 15 C, 9243 Mala Nedelja",", PROSTOVOLJNO GASILSKO DRUŠTVO RADOSLAVCI"
