Title,First Name,E-mail Address,Business Street,Company
"CIPRA-SLOVENIJA Zavod za varstvo Alp, Ljubljana","CIPRA-SLOVENIJA Zavod za varstvo Alp, Ljubljana",,"Večna pot 2, 1000 Ljubljana",", CIPRA-SLOVENIJA Zavod za varstvo Alp, Ljubljana"
ZAVOD LESARSKI GROZD,ZAVOD LESARSKI GROZD,,"Dimičeva ulica 13, 1000 Ljubljana",", ZAVOD LESARSKI GROZD"
JUTRO Zavod za pomoč in nego na domu,JUTRO Zavod za pomoč in nego na domu,,"Roška cesta 22, 1330 Kočevje",", JUTRO Zavod za pomoč in nego na domu"
MEDICINSKI CENTER JEZERNIK,MEDICINSKI CENTER JEZERNIK,,"Ob Suhi 11, 2390 Ravne na Koroškem",", MEDICINSKI CENTER JEZERNIK"
KABELSKA TELEVIZIJA RADENCI,KABELSKA TELEVIZIJA RADENCI,,"Prisojna cesta 4 A, 9252 Radenci",", KABELSKA TELEVIZIJA RADENCI"
ZDRAVSTVENI ZAVOD ZA KARDIOVASKULARNO DEJAVNOST,ZDRAVSTVENI ZAVOD ZA KARDIOVASKULARNO DEJAVNOST,,"Levstikova ulica 2, 6310 Izola - Isola",", ZDRAVSTVENI ZAVOD ZA KARDIOVASKULARNO DEJAVNOST"
"TEHNOLOŠKI CENTER ZA AVTOMATIZACIJO, ROBOTIZACIJO in informatizacijo proizvodnje","TEHNOLOŠKI CENTER ZA AVTOMATIZACIJO, ROBOTIZACIJO in informatizacijo proizvodnje",,"Jamova cesta 39, 1000 Ljubljana",", TEHNOLOŠKI CENTER ZA AVTOMATIZACIJO, ROBOTIZACIJO in informatizacijo proizvodnje"
VISOKOŠOLSKO SREDIŠČE NOVO MESTO,VISOKOŠOLSKO SREDIŠČE NOVO MESTO,,"Na Loko 2, 8000 Novo mesto",", VISOKOŠOLSKO SREDIŠČE NOVO MESTO"
ZAVOD POSLOVNO PROIZVODNA CONA TEZNO,ZAVOD POSLOVNO PROIZVODNA CONA TEZNO,,"Cesta k Tamu 27, 2000 Maribor",", ZAVOD POSLOVNO PROIZVODNA CONA TEZNO"
FAKULTETA ZA DRŽAVNE IN EVROPSKE ŠTUDIJE,FAKULTETA ZA DRŽAVNE IN EVROPSKE ŠTUDIJE,,"Predoslje 39, 4000 Kranj",", FAKULTETA ZA DRŽAVNE IN EVROPSKE ŠTUDIJE"
"INŠTITUT IN AKADEMIJA ZA MULTIMEDIJE, Ljubljana","INŠTITUT IN AKADEMIJA ZA MULTIMEDIJE, Ljubljana",,"Leskoškova cesta 12, 1000 Ljubljana",", INŠTITUT IN AKADEMIJA ZA MULTIMEDIJE, Ljubljana"
ZAVOD APOLON za zdravstvene in rekreacijsko-turistične dejavnosti Kobarid,ZAVOD APOLON za zdravstvene in rekreacijsko-turistične dejavnosti Kobarid,,"Trg svobode 4, 5222 Kobarid",", ZAVOD APOLON za zdravstvene in rekreacijsko-turistične dejavnosti Kobarid"
ZAVOD ZA RAZVOJ OBČINE KOZJE,ZAVOD ZA RAZVOJ OBČINE KOZJE,,"Kozje 37, 3260 Kozje",", ZAVOD ZA RAZVOJ OBČINE KOZJE"
"LTO VODICE, Zavod za pospeševanje turizma, Vodice","LTO VODICE, Zavod za pospeševanje turizma, Vodice",,"Kopitarjev trg 1, 1217 Vodice",", LTO VODICE, Zavod za pospeševanje turizma, Vodice"
ZAVOD ZA SOCIALNO OSKRBO PRISTAN,ZAVOD ZA SOCIALNO OSKRBO PRISTAN,,"Goriška cesta 27, 5271 Vipava",", ZAVOD ZA SOCIALNO OSKRBO PRISTAN"
"DOMANIA, Zavod za dnevno varstvo starejših in pomoč na domu, Puconci","DOMANIA, Zavod za dnevno varstvo starejših in pomoč na domu, Puconci",,"Puconci 79, 9201 Puconci",", DOMANIA, Zavod za dnevno varstvo starejših in pomoč na domu, Puconci"
SKUPNOST ZDRAVSTVENIH ZAVODOV MURSKA SOBOTA,SKUPNOST ZDRAVSTVENIH ZAVODOV MURSKA SOBOTA,,"Ulica arhitekta Novaka 2 B, 9000 Murska Sobota",", SKUPNOST ZDRAVSTVENIH ZAVODOV MURSKA SOBOTA"
"TECES, Tehnološki center za električne stroje","TECES, Tehnološki center za električne stroje",,"Pobreška cesta 20, 2000 Maribor",", TECES, Tehnološki center za električne stroje"
Center KORAK za osebe s pridobljeno možgansko poškodbo,Center KORAK za osebe s pridobljeno možgansko poškodbo,,"Kidričeva cesta 53, 4000 Kranj",", Center KORAK za osebe s pridobljeno možgansko poškodbo"
OPATIJSKO-MESTNI ŽUPNIJSKI ZAVOD SV. DANIJELA CELJE,OPATIJSKO-MESTNI ŽUPNIJSKI ZAVOD SV. DANIJELA CELJE,,"Slomškov trg 2, 3000 Celje",", OPATIJSKO-MESTNI ŽUPNIJSKI ZAVOD SV. DANIJELA CELJE"
ZAVOD ZA ZALOŽNIŠKO DEJAVNOST VZAJEMNOST,ZAVOD ZA ZALOŽNIŠKO DEJAVNOST VZAJEMNOST,,"Dunajska cesta 109, 1000 Ljubljana",", ZAVOD ZA ZALOŽNIŠKO DEJAVNOST VZAJEMNOST"
TEHNOLOŠKI CENTER ZA VAKUUMSKO TEHNIKO,TEHNOLOŠKI CENTER ZA VAKUUMSKO TEHNIKO,,"Teslova ulica 30, 1000 Ljubljana",", TEHNOLOŠKI CENTER ZA VAKUUMSKO TEHNIKO"
"HIŠE S TRADICIJO, Zavod za razvoj hiš s tradicijo V ANGLEŠKEM JEZIKU: HOUSES OF TRADITION, Institute for Development Houses of Tradition","HIŠE S TRADICIJO, Zavod za razvoj hiš s tradicijo V ANGLEŠKEM JEZIKU: HOUSES OF TRADITION, Institute for Development Houses of Tradition",,"Mala ulica 8, 1000 Ljubljana",", HIŠE S TRADICIJO, Zavod za razvoj hiš s tradicijo V ANGLEŠKEM JEZIKU: HOUSES OF TRADITION, Institute for Development Houses of Tradition"
ZAVOD ZDRUŽENJE TOLMAČEV ZA SLOVENSKI ZNAKOVNI JEZIK,ZAVOD ZDRUŽENJE TOLMAČEV ZA SLOVENSKI ZNAKOVNI JEZIK,,"Prekmurska ulica 6, 1000 Ljubljana",", ZAVOD ZDRUŽENJE TOLMAČEV ZA SLOVENSKI ZNAKOVNI JEZIK"
"IZOBRAŽEVALNO RAZVOJNI ZAVOD IZRAZ, LJUBLJANA","IZOBRAŽEVALNO RAZVOJNI ZAVOD IZRAZ, LJUBLJANA",,"Poklukarjeva ulica 70, 1000 Ljubljana",", IZOBRAŽEVALNO RAZVOJNI ZAVOD IZRAZ, LJUBLJANA"
"SKALDENS, zasebni zdravstveni zavod","SKALDENS, zasebni zdravstveni zavod",,"Ulica bratov Jančar 25, 1000 Ljubljana",", SKALDENS, zasebni zdravstveni zavod"
"ZAVOD JELŠA - Center za izobraževanje, usposabljanje in rehabilitacijo","ZAVOD JELŠA - Center za izobraževanje, usposabljanje in rehabilitacijo",,"Cesta železarjev 8, 4270 Jesenice",", ZAVOD JELŠA - Center za izobraževanje, usposabljanje in rehabilitacijo"
"ZAVOD RUJ- Center za izobraževanje, usposabljanje in rehabilitacijo, Velenje","ZAVOD RUJ- Center za izobraževanje, usposabljanje in rehabilitacijo, Velenje",,"Obrtniška ulica 17, 3331 Nazarje",", ZAVOD RUJ- Center za izobraževanje, usposabljanje in rehabilitacijo, Velenje"
VISOKOŠOLSKO IN RAZISKOVALNO SREDIŠČE PRIMORSKE NOVA GORICA,VISOKOŠOLSKO IN RAZISKOVALNO SREDIŠČE PRIMORSKE NOVA GORICA,,"Delpinova ulica 18 B, 5000 Nova Gorica",", VISOKOŠOLSKO IN RAZISKOVALNO SREDIŠČE PRIMORSKE NOVA GORICA"
ZAVOD SV. TEREZIJE zavod za socialno varstveno delo,ZAVOD SV. TEREZIJE zavod za socialno varstveno delo,,"Videm 33 A, 1312 Videm - Dobrepolje",", ZAVOD SV. TEREZIJE zavod za socialno varstveno delo"
ZAVOD ZA ORTODONTIJO IN SPLOŠNO ZOBOZDRAVSTVO ORT - LINE Ljubljana,ZAVOD ZA ORTODONTIJO IN SPLOŠNO ZOBOZDRAVSTVO ORT - LINE Ljubljana,,"Šlosarjeva ulica 4, 1000 Ljubljana",", ZAVOD ZA ORTODONTIJO IN SPLOŠNO ZOBOZDRAVSTVO ORT - LINE Ljubljana"
CENTER ZA TRAJNOSTNI RAZVOJ PODEŽELJA KRANJ Razvojni zavod,CENTER ZA TRAJNOSTNI RAZVOJ PODEŽELJA KRANJ Razvojni zavod,,"Župančičeva ulica 22, 4000 Kranj",", CENTER ZA TRAJNOSTNI RAZVOJ PODEŽELJA KRANJ Razvojni zavod"
"ZAVOD VITIS Center za izobraževanje, usposabljanje in rehabilitacijo Ptuj","ZAVOD VITIS Center za izobraževanje, usposabljanje in rehabilitacijo Ptuj",,"Obrtniška ulica 11, 2250 Ptuj",", ZAVOD VITIS Center za izobraževanje, usposabljanje in rehabilitacijo Ptuj"
"ZAVOD SV. RAFAELA VRANSKO, socialno, varstveno in zdravstveno delo ter druge dobrodelne dejavnosti","ZAVOD SV. RAFAELA VRANSKO, socialno, varstveno in zdravstveno delo ter druge dobrodelne dejavnosti",,"Vransko 144 A, 3305 Vransko",", ZAVOD SV. RAFAELA VRANSKO, socialno, varstveno in zdravstveno delo ter druge dobrodelne dejavnosti"
KABELSKO KOMUNIKACIJSKI SISTEM KOMENDA - MOSTE - KRIŽ,KABELSKO KOMUNIKACIJSKI SISTEM KOMENDA - MOSTE - KRIŽ,,"Zajčeva cesta 23, 1218 Komenda",", KABELSKO KOMUNIKACIJSKI SISTEM KOMENDA - MOSTE - KRIŽ"
"ZAVOD SVETEGA CIRILA IN METODA za socialno varstveno, zdravstveno in vzgojno izobraževalno dejavnost Beltinci","ZAVOD SVETEGA CIRILA IN METODA za socialno varstveno, zdravstveno in vzgojno izobraževalno dejavnost Beltinci",,"Mladinska ulica 4, 9231 Beltinci",", ZAVOD SVETEGA CIRILA IN METODA za socialno varstveno, zdravstveno in vzgojno izobraževalno dejavnost Beltinci"
"PULMOMED, zasebni zdravstveni zavod Koper","PULMOMED, zasebni zdravstveni zavod Koper",,"Ulica II. prekomorske brigade 55, 6000 Koper - Capodistria",", PULMOMED, zasebni zdravstveni zavod Koper"
ZDRAVSTVENI ZAVOD VARIX KOPER,ZDRAVSTVENI ZAVOD VARIX KOPER,,"Glagoljaška ulica 1 C, 6000 Koper - Capodistria",", ZDRAVSTVENI ZAVOD VARIX KOPER"
"KONZORCIJ BRDA, Zavod za trženje in promocijo Brd, Dobrovo","KONZORCIJ BRDA, Zavod za trženje in promocijo Brd, Dobrovo",,"Trg 25. maja 2, 5212 Dobrovo v Brdih",", KONZORCIJ BRDA, Zavod za trženje in promocijo Brd, Dobrovo"
ZDRAVSTVENI ZAVOD IMPLANT DENT IZOLA,ZDRAVSTVENI ZAVOD IMPLANT DENT IZOLA,,"Letališka cesta 32, 1000 Ljubljana",", ZDRAVSTVENI ZAVOD IMPLANT DENT IZOLA"
"SAVINJA, Zavod za razvoj podeželja in turizma","SAVINJA, Zavod za razvoj podeželja in turizma",,"Foršt 51, 3333 Ljubno ob Savinji",", SAVINJA, Zavod za razvoj podeželja in turizma"
CENTER ZA RAZVOJ PODEŽELJA POSAVJE,CENTER ZA RAZVOJ PODEŽELJA POSAVJE,,"Cesta krških žrtev 46, 8270 Krško",", CENTER ZA RAZVOJ PODEŽELJA POSAVJE"
"TROJINA, zavod za uporabno slovenistiko","TROJINA, zavod za uporabno slovenistiko",,"Partizanska cesta 5, 4220 Škofja Loka",", TROJINA, zavod za uporabno slovenistiko"
MEDNARODNA PODIPLOMSKA ŠOLA JOŽEFA STEFANA,MEDNARODNA PODIPLOMSKA ŠOLA JOŽEFA STEFANA,,"Jamova cesta 39, 1000 Ljubljana",", MEDNARODNA PODIPLOMSKA ŠOLA JOŽEFA STEFANA"
ZAVOD - KONGRESNOTURISTIČNI URAD,ZAVOD - KONGRESNOTURISTIČNI URAD,,"Vošnjakova ulica 1, 1000 Ljubljana",", ZAVOD - KONGRESNOTURISTIČNI URAD"
ZDRAVSTVENI IN ZOBOZDRAVSTVENI ZAVOD DR. MALE,ZDRAVSTVENI IN ZOBOZDRAVSTVENI ZAVOD DR. MALE,,"Gospejna ulica 11, 2000 Maribor",", ZDRAVSTVENI IN ZOBOZDRAVSTVENI ZAVOD DR. MALE"
ZOBOZDRAVSTVENI ZAVOD DOKTOR GOLČER,ZOBOZDRAVSTVENI ZAVOD DOKTOR GOLČER,,"Kopitarjeva ulica 2, 2000 Maribor",", ZOBOZDRAVSTVENI ZAVOD DOKTOR GOLČER"
"ZAVOD KRPLIVA, Ekološka kmetija Krplivnik","ZAVOD KRPLIVA, Ekološka kmetija Krplivnik",,"Krplivnik 17, 9205 Hodoš - Hodos",", ZAVOD KRPLIVA, Ekološka kmetija Krplivnik"
ZDRAVSTVENI ZAVOD DR. ŽEBELJAN,ZDRAVSTVENI ZAVOD DR. ŽEBELJAN,,"Magdalenski trg 9, 2000 Maribor",", ZDRAVSTVENI ZAVOD DR. ŽEBELJAN"
DELOVNI IN ZAPOSLITVENI CENTER JANEZA LEVCA,DELOVNI IN ZAPOSLITVENI CENTER JANEZA LEVCA,,"Karlovška cesta 18, 1000 Ljubljana",", DELOVNI IN ZAPOSLITVENI CENTER JANEZA LEVCA"
"NAPREJ, Center za osebe s pridobljeno možgansko poškodbo Maribor","NAPREJ, Center za osebe s pridobljeno možgansko poškodbo Maribor",,"Ulica heroja Jevtiča 9, 2000 Maribor",", NAPREJ, Center za osebe s pridobljeno možgansko poškodbo Maribor"
ZOBOZDRAVSTVENI ZAVOD VERTAČNIK,ZOBOZDRAVSTVENI ZAVOD VERTAČNIK,,"Dobrava pri Konjicah 3 B, 3210 Slovenske Konjice",", ZOBOZDRAVSTVENI ZAVOD VERTAČNIK"
ZAVOD ZA CERTIFIKACIJO GOZDOV,ZAVOD ZA CERTIFIKACIJO GOZDOV,,"Gospodinjska ulica 6, 1000 Ljubljana",", ZAVOD ZA CERTIFIKACIJO GOZDOV"
OBMOČNA RAZVOJNA AGENCIJA KRASA IN BRKINOV,OBMOČNA RAZVOJNA AGENCIJA KRASA IN BRKINOV,,"Partizanska cesta 4, 6210 Sežana",", OBMOČNA RAZVOJNA AGENCIJA KRASA IN BRKINOV"
INŠTITUT ZA RAZVOJNE IN STRATEŠKE ANALIZE,INŠTITUT ZA RAZVOJNE IN STRATEŠKE ANALIZE,,"Dunajska cesta 113, 1000 Ljubljana",", INŠTITUT ZA RAZVOJNE IN STRATEŠKE ANALIZE"
INŠTITUT ZA KONTROLO IN CERTIFIKACIJO V KMETIJSTVU IN GOZDARSTVU MARIBOR,INŠTITUT ZA KONTROLO IN CERTIFIKACIJO V KMETIJSTVU IN GOZDARSTVU MARIBOR,,"Vinarska ulica 14, 2000 Maribor",", INŠTITUT ZA KONTROLO IN CERTIFIKACIJO V KMETIJSTVU IN GOZDARSTVU MARIBOR"
"OSKAR VITOVLJE, zavod za oskrbo, nego in vzgojo hišnih in izgubljenih živali","OSKAR VITOVLJE, zavod za oskrbo, nego in vzgojo hišnih in izgubljenih živali",,"Vitovlje 37, 5261 Šempas",", OSKAR VITOVLJE, zavod za oskrbo, nego in vzgojo hišnih in izgubljenih živali"
ŠENTPRIMA - zavod za rehabilitacijo in izobraževanje,ŠENTPRIMA - zavod za rehabilitacijo in izobraževanje,,"Železna cesta 14, 1000 Ljubljana",", ŠENTPRIMA - zavod za rehabilitacijo in izobraževanje"
"LOKALNA ENERGETSKA AGENCIJA ZA POMURJE, Zavod za promocijo in pospeševanje trajnostnega energetskega razvoja, Martjanci","LOKALNA ENERGETSKA AGENCIJA ZA POMURJE, Zavod za promocijo in pospeševanje trajnostnega energetskega razvoja, Martjanci",,"Martjanci 36, 9221 Martjanci",", LOKALNA ENERGETSKA AGENCIJA ZA POMURJE, Zavod za promocijo in pospeševanje trajnostnega energetskega razvoja, Martjanci"
ZAVOD ŽUPNIJE TRNOVO - KARITAS,ZAVOD ŽUPNIJE TRNOVO - KARITAS,,"Kolezijska ulica 1 A, 1000 Ljubljana",", ZAVOD ŽUPNIJE TRNOVO - KARITAS"
Evropska pravna fakulteta,Evropska pravna fakulteta,,"Delpinova ulica 18 B, 5000 Nova Gorica",", Evropska pravna fakulteta"
"INŠTITUT NOVE REVIJE, zavod za humanistiko","INŠTITUT NOVE REVIJE, zavod za humanistiko",,"Gospodinjska ulica 8, 1000 Ljubljana",", INŠTITUT NOVE REVIJE, zavod za humanistiko"
"FAKULTETA ZA DIZAJN, samostojni visokošolski zavod, pridružena članica Univerze na Primorskem","FAKULTETA ZA DIZAJN, samostojni visokošolski zavod, pridružena članica Univerze na Primorskem",,"Prevale 10, 1236 Trzin",", FAKULTETA ZA DIZAJN, samostojni visokošolski zavod, pridružena članica Univerze na Primorskem"
Zavod za zdravstvene dejavnosti in svetovanje - eVITA,Zavod za zdravstvene dejavnosti in svetovanje - eVITA,,"Cesta pod Slivnico 21, 1380 Cerknica",", Zavod za zdravstvene dejavnosti in svetovanje - eVITA"
ZDRAVSTVENI ZAVOD DERMOESTETIKA IZOLA,ZDRAVSTVENI ZAVOD DERMOESTETIKA IZOLA,,"Brkinska ulica 3, 6310 Izola - Isola",", ZDRAVSTVENI ZAVOD DERMOESTETIKA IZOLA"
KLINKON ZDRAVSTVENI ZAVOD,KLINKON ZDRAVSTVENI ZAVOD,,"Potrčeva cesta 49, 2250 Ptuj",", KLINKON ZDRAVSTVENI ZAVOD"
ZDRAVSTVENI ZAVOD DRUŽINSKA MEDICINA NOVA GORICA,ZDRAVSTVENI ZAVOD DRUŽINSKA MEDICINA NOVA GORICA,,"Streliška pot 2, 5000 Nova Gorica",", ZDRAVSTVENI ZAVOD DRUŽINSKA MEDICINA NOVA GORICA"
ZAVOD INŠTITUT ZA AVTIZEM IN SORODNE MOTNJE,ZAVOD INŠTITUT ZA AVTIZEM IN SORODNE MOTNJE,,"Goričane 84, 1215 Medvode",", ZAVOD INŠTITUT ZA AVTIZEM IN SORODNE MOTNJE"
ZASEBNA GLASBENA ŠOLA V SAMOSTANU SV. PETRA IN PAVLA,ZASEBNA GLASBENA ŠOLA V SAMOSTANU SV. PETRA IN PAVLA,,"Minoritski trg 1, 2250 Ptuj",", ZASEBNA GLASBENA ŠOLA V SAMOSTANU SV. PETRA IN PAVLA"
ZDRAV ZOB ZOBOZDRAVSTVENI ZAVOD,ZDRAV ZOB ZOBOZDRAVSTVENI ZAVOD,,"Juršinci 3, 2256 Juršinci",", ZDRAV ZOB ZOBOZDRAVSTVENI ZAVOD"
INŠTITUT ZA OKOLJE IN PROSTOR,INŠTITUT ZA OKOLJE IN PROSTOR,,"Ipavčeva ulica 18, 3000 Celje",", INŠTITUT ZA OKOLJE IN PROSTOR"
"ZASEBNI ZOBOZDRAVSTVENI ZAVOD, LAPČEVIČ VLADO, dr.dent.med.","ZASEBNI ZOBOZDRAVSTVENI ZAVOD, LAPČEVIČ VLADO, dr.dent.med.",,"Cesta maršala Tita 78, 4270 Jesenice",", ZASEBNI ZOBOZDRAVSTVENI ZAVOD, LAPČEVIČ VLADO, dr.dent.med."
FAKULTETA ZA TEHNOLOGIJE IN SISTEME,FAKULTETA ZA TEHNOLOGIJE IN SISTEME,,"Na Loko 2, 8000 Novo mesto",", FAKULTETA ZA TEHNOLOGIJE IN SISTEME"
Zavod Biomedicinski Raziskovalni Inštitut,Zavod Biomedicinski Raziskovalni Inštitut,,"Puhova ulica 10, 1000 Ljubljana",", Zavod Biomedicinski Raziskovalni Inštitut"
"GORIŠKA LOKALNA ENERGETSKA AGENCIJA, Nova Gorica","GORIŠKA LOKALNA ENERGETSKA AGENCIJA, Nova Gorica",,"Trg Edvarda Kardelja 1, 5000 Nova Gorica",", GORIŠKA LOKALNA ENERGETSKA AGENCIJA, Nova Gorica"
Mednarodna fakulteta za družbene in poslovne študije,Mednarodna fakulteta za družbene in poslovne študije,,"Mariborska cesta 7, 3000 Celje",", Mednarodna fakulteta za družbene in poslovne študije"
INŠTITUT ZA KONTROLO IN CERTIFIKACIJO UNIVERZE V MARIBORU za tehnično preizkušanje in analiziranje,INŠTITUT ZA KONTROLO IN CERTIFIKACIJO UNIVERZE V MARIBORU za tehnično preizkušanje in analiziranje,,"Pivola 8, 2311 Hoče",", INŠTITUT ZA KONTROLO IN CERTIFIKACIJO UNIVERZE V MARIBORU za tehnično preizkušanje in analiziranje"
"Visoka šola za proizvodno inženirstvo, Celje","Visoka šola za proizvodno inženirstvo, Celje",,"Mariborska cesta 2, 3000 Celje",", Visoka šola za proizvodno inženirstvo, Celje"
"ZAVOD RR ŠKOFJA LOKA, zasebni zdravstveni zavod","ZAVOD RR ŠKOFJA LOKA, zasebni zdravstveni zavod",,"Stara cesta 10, 4220 Škofja Loka",", ZAVOD RR ŠKOFJA LOKA, zasebni zdravstveni zavod"
FAKULTETA ZA UPORABNE DRUŽBENE ŠTUDIJE V NOVI GORICI,FAKULTETA ZA UPORABNE DRUŽBENE ŠTUDIJE V NOVI GORICI,,"Gregorčičeva ulica 19, 5000 Nova Gorica",", FAKULTETA ZA UPORABNE DRUŽBENE ŠTUDIJE V NOVI GORICI"
ZDRAVSTVENI ZAVOD CELJENJE KOPER,ZDRAVSTVENI ZAVOD CELJENJE KOPER,,"Ulica Vojke Šmuc 12, 6000 Koper - Capodistria",", ZDRAVSTVENI ZAVOD CELJENJE KOPER"
FAKULTETA ZA ZDRAVSTVO JESENICE,FAKULTETA ZA ZDRAVSTVO JESENICE,,"Spodnji Plavž 3, 4270 Jesenice",", FAKULTETA ZA ZDRAVSTVO JESENICE"
VISOKA ŠOLA ZA TEHNOLOGIJO POLIMEROV,VISOKA ŠOLA ZA TEHNOLOGIJO POLIMEROV,,"Ozare 19, 2380 Slovenj Gradec",", VISOKA ŠOLA ZA TEHNOLOGIJO POLIMEROV"
ZDRAVSTVENI ZAVOD FIZIATRIJA IZOLA,ZDRAVSTVENI ZAVOD FIZIATRIJA IZOLA,,"Malija 102, 6310 Izola - Isola",", ZDRAVSTVENI ZAVOD FIZIATRIJA IZOLA"
ZOBOZDRAVSTVENI ZAVOD SOK,ZOBOZDRAVSTVENI ZAVOD SOK,,"Gorišnica 65, 2272 Gorišnica",", ZOBOZDRAVSTVENI ZAVOD SOK"
"VISOKA ŠOLA ZA VARSTVO OKOLJA, VELENJE","VISOKA ŠOLA ZA VARSTVO OKOLJA, VELENJE",,"Trg mladosti 7, 3320 Velenje",", VISOKA ŠOLA ZA VARSTVO OKOLJA, VELENJE"
Zavod Aktivna starost - socialno podjetje,Zavod Aktivna starost - socialno podjetje,,"Devinska ulica 1, 1000 Ljubljana",", Zavod Aktivna starost - socialno podjetje"
ZAVOD SV. JERNEJA - VRTEC BLAŽE IN NEŽICA SLOVENSKA BISTRICA,ZAVOD SV. JERNEJA - VRTEC BLAŽE IN NEŽICA SLOVENSKA BISTRICA,,"Trg Alfonza Šarha 6, 2310 Slovenska Bistrica",", ZAVOD SV. JERNEJA - VRTEC BLAŽE IN NEŽICA SLOVENSKA BISTRICA"
"VISOKA ŠOLA ZA STORITVE V LJUBLJANI, samostojni visokošolski zavod","VISOKA ŠOLA ZA STORITVE V LJUBLJANI, samostojni visokošolski zavod",,"Cesta na Brdo 69, 1000 Ljubljana",", VISOKA ŠOLA ZA STORITVE V LJUBLJANI, samostojni visokošolski zavod"
ZDRAVSTVENI ZAVOD DENTES PORTOROŽ,ZDRAVSTVENI ZAVOD DENTES PORTOROŽ,,"Obala 105, 6320 Portorož - Portorose",", ZDRAVSTVENI ZAVOD DENTES PORTOROŽ"
ZDRAVSTVENI ZAVOD JURETIĆ JADRANKA PORTOROŽ,ZDRAVSTVENI ZAVOD JURETIĆ JADRANKA PORTOROŽ,,"Ulica XXX. divizije 12, 6320 Portorož - Portorose",", ZDRAVSTVENI ZAVOD JURETIĆ JADRANKA PORTOROŽ"
