Title,First Name,E-mail Address,Business Street,Company
SKUPNOST SOCIALNIH ZAVODOV SLOVENIJE,SKUPNOST SOCIALNIH ZAVODOV SLOVENIJE,,"Letališka cesta 3 C, 1000 Ljubljana",", SKUPNOST SOCIALNIH ZAVODOV SLOVENIJE"
SKUPNOST CENTROV ZA SOCIALNO DELO SLOVENIJE,SKUPNOST CENTROV ZA SOCIALNO DELO SLOVENIJE,,"Slovenska cesta 55, 1000 Ljubljana",", SKUPNOST CENTROV ZA SOCIALNO DELO SLOVENIJE"
RAZVOJNA AGENCIJA SAVINJA,RAZVOJNA AGENCIJA SAVINJA,,"Ulica heroja Staneta 3, 3310 Žalec",", RAZVOJNA AGENCIJA SAVINJA"
USTANOVA GRAŠČINA,USTANOVA GRAŠČINA,,"Koblarjeva ulica 34, 1000 Ljubljana",", USTANOVA GRAŠČINA"
ZAVOD IRCUO Industrijski razvojni center za usnjarsko in obutveno industrijo,ZAVOD IRCUO Industrijski razvojni center za usnjarsko in obutveno industrijo,,"Strojarska ulica 2, 4226 Žiri",", ZAVOD IRCUO Industrijski razvojni center za usnjarsko in obutveno industrijo"
"FUNDACIJA DR. BRUNO BRESCHI, USTANOVA ZA OHRANJANJE STAREJŠIH DEL SLOVENSKEGA SLOVSTVA","FUNDACIJA DR. BRUNO BRESCHI, USTANOVA ZA OHRANJANJE STAREJŠIH DEL SLOVENSKEGA SLOVSTVA",,"Novi trg 3, 1000 Ljubljana",", FUNDACIJA DR. BRUNO BRESCHI, USTANOVA ZA OHRANJANJE STAREJŠIH DEL SLOVENSKEGA SLOVSTVA"
"ŠOLSKE STORITVENE DEJAVNOSTI ""PETKA"" ŽALEC","ŠOLSKE STORITVENE DEJAVNOSTI ""PETKA"" ŽALEC",petka@petka-zavod.si,"Ulica Ivanke Uranjek 2, 3310 Žalec",", ŠOLSKE STORITVENE DEJAVNOSTI ""PETKA"" ŽALEC"
"VZAJEMNA Zdravstvena zavarovalnica, d.v.z.","VZAJEMNA Zdravstvena zavarovalnica, d.v.z.",,"Vošnjakova ulica 2, 1000 Ljubljana",", VZAJEMNA Zdravstvena zavarovalnica, d.v.z."
"TURIZEM PODČETRTEK, BISTRICA OB SOTLI IN KOZJE, gospodarsko interesno združenje za pospeševanje turizma","TURIZEM PODČETRTEK, BISTRICA OB SOTLI IN KOZJE, gospodarsko interesno združenje za pospeševanje turizma",,"Škofja gora 1, 3254 Podčetrtek",", TURIZEM PODČETRTEK, BISTRICA OB SOTLI IN KOZJE, gospodarsko interesno združenje za pospeševanje turizma"
USTANOVA - FUNDACIJA ZA RAZVOJ SPLOŠNE BOLNIŠNICE MURSKA SOBOTA,USTANOVA - FUNDACIJA ZA RAZVOJ SPLOŠNE BOLNIŠNICE MURSKA SOBOTA,,"Ulica dr. Vrbnjaka 6, 9000 Murska Sobota",", USTANOVA - FUNDACIJA ZA RAZVOJ SPLOŠNE BOLNIŠNICE MURSKA SOBOTA"
USTANOVA FUNDACIJA JOŽEFA KLEKLA ST.,USTANOVA FUNDACIJA JOŽEFA KLEKLA ST.,,"Ulica Prekmurske čete 20, 9232 Črenšovci",", USTANOVA FUNDACIJA JOŽEFA KLEKLA ST."
"CIPRA-SLOVENIJA Zavod za varstvo Alp, Ljubljana","CIPRA-SLOVENIJA Zavod za varstvo Alp, Ljubljana",,"Večna pot 2, 1000 Ljubljana",", CIPRA-SLOVENIJA Zavod za varstvo Alp, Ljubljana"
ZAVOD LESARSKI GROZD,ZAVOD LESARSKI GROZD,,"Dimičeva ulica 13, 1000 Ljubljana",", ZAVOD LESARSKI GROZD"
"NACIONALNI KOMITE PIARC SLOVENIJA, giz; v angleškem jeziku: NATIONAL COMMITTEE PIARC SLOVENIA giz, v francoskem jeziku: COMITE NATIONAL AIPCR SLOVENIE giz","NACIONALNI KOMITE PIARC SLOVENIJA, giz; v angleškem jeziku: NATIONAL COMMITTEE PIARC SLOVENIA giz, v francoskem jeziku: COMITE NATIONAL AIPCR SLOVENIE giz",,"Tržaška cesta 19, 1000 Ljubljana",", NACIONALNI KOMITE PIARC SLOVENIJA, giz; v angleškem jeziku: NATIONAL COMMITTEE PIARC SLOVENIA giz, v francoskem jeziku: COMITE NATIONAL AIPCR SLOVENIE giz"
"SKLAD DELA SAVINJSKE REGIJE, USTANOVA ZA IZVAJANJE AKTIVNE POLITIKE ZAPOSLOVANJA","SKLAD DELA SAVINJSKE REGIJE, USTANOVA ZA IZVAJANJE AKTIVNE POLITIKE ZAPOSLOVANJA",,"Ulica Savinjske čete 4, 3310 Žalec",", SKLAD DELA SAVINJSKE REGIJE, USTANOVA ZA IZVAJANJE AKTIVNE POLITIKE ZAPOSLOVANJA"
KABELSKA TELEVIZIJA RADENCI,KABELSKA TELEVIZIJA RADENCI,,"Prisojna cesta 4 A, 9252 Radenci",", KABELSKA TELEVIZIJA RADENCI"
"ZDRUŽENJE VIŠJIH STROKOVNIH ŠOL SLOVENIJE, gospodarsko interesno združenje","ZDRUŽENJE VIŠJIH STROKOVNIH ŠOL SLOVENIJE, gospodarsko interesno združenje",,"Pot na Lavo 22, 3000 Celje",", ZDRUŽENJE VIŠJIH STROKOVNIH ŠOL SLOVENIJE, gospodarsko interesno združenje"
"TEHNOLOŠKI CENTER ZA AVTOMATIZACIJO, ROBOTIZACIJO in informatizacijo proizvodnje","TEHNOLOŠKI CENTER ZA AVTOMATIZACIJO, ROBOTIZACIJO in informatizacijo proizvodnje",,"Jamova cesta 39, 1000 Ljubljana",", TEHNOLOŠKI CENTER ZA AVTOMATIZACIJO, ROBOTIZACIJO in informatizacijo proizvodnje"
VISOKOŠOLSKO SREDIŠČE NOVO MESTO,VISOKOŠOLSKO SREDIŠČE NOVO MESTO,,"Na Loko 2, 8000 Novo mesto",", VISOKOŠOLSKO SREDIŠČE NOVO MESTO"
ZAVOD POSLOVNO PROIZVODNA CONA TEZNO,ZAVOD POSLOVNO PROIZVODNA CONA TEZNO,,"Cesta k Tamu 27, 2000 Maribor",", ZAVOD POSLOVNO PROIZVODNA CONA TEZNO"
"FUNDACIJA VINCENCA DRAKSLERJA ZA ODVISNIKE - USTANOVA ZA ZDRAVLJENJE ODVISNIKOV, POMOČ ODVISNIKOM IN NJIHOVIM SVOJCEM, SO.P.","FUNDACIJA VINCENCA DRAKSLERJA ZA ODVISNIKE - USTANOVA ZA ZDRAVLJENJE ODVISNIKOV, POMOČ ODVISNIKOM IN NJIHOVIM SVOJCEM, SO.P.",,"Slovenski trg 1, 4000 Kranj",", FUNDACIJA VINCENCA DRAKSLERJA ZA ODVISNIKE - USTANOVA ZA ZDRAVLJENJE ODVISNIKOV, POMOČ ODVISNIKOM IN NJIHOVIM SVOJCEM, SO.P."
USTANOVA LUTKOVNIH USTVARJALCEV,USTANOVA LUTKOVNIH USTVARJALCEV,,"Draveljska ulica 44, 1000 Ljubljana",", USTANOVA LUTKOVNIH USTVARJALCEV"
"FUNDACIJA JANEZ VAJKARD VALVASOR, USTANOVA ZA PROUČEVANJE IN OHRANJANJE SLOVENSKE KULTURNE DEDIŠČINE","FUNDACIJA JANEZ VAJKARD VALVASOR, USTANOVA ZA PROUČEVANJE IN OHRANJANJE SLOVENSKE KULTURNE DEDIŠČINE",,"Novi trg 3, 1000 Ljubljana",", FUNDACIJA JANEZ VAJKARD VALVASOR, USTANOVA ZA PROUČEVANJE IN OHRANJANJE SLOVENSKE KULTURNE DEDIŠČINE"
REGIONALNA USTANOVA - CENTER ZA RAZVOJ FINANC,REGIONALNA USTANOVA - CENTER ZA RAZVOJ FINANC,,"Cankarjeva cesta 18, 1000 Ljubljana",", REGIONALNA USTANOVA - CENTER ZA RAZVOJ FINANC"
ZAVOD ZA RAZVOJ OBČINE KOZJE,ZAVOD ZA RAZVOJ OBČINE KOZJE,,"Kozje 37, 3260 Kozje",", ZAVOD ZA RAZVOJ OBČINE KOZJE"
"LTO VODICE, Zavod za pospeševanje turizma, Vodice","LTO VODICE, Zavod za pospeševanje turizma, Vodice",,"Kopitarjev trg 1, 1217 Vodice",", LTO VODICE, Zavod za pospeševanje turizma, Vodice"
"ZDRUŽENJE SLOVENSKIH FESTIVALOV, gospodarsko interesno združenje","ZDRUŽENJE SLOVENSKIH FESTIVALOV, gospodarsko interesno združenje",,"Trg francoske revolucije 1, 1000 Ljubljana",", ZDRUŽENJE SLOVENSKIH FESTIVALOV, gospodarsko interesno združenje"
"LTO ROGLA-ZREČE, gospodarsko interesno združenje za pospeševanje turizma","LTO ROGLA-ZREČE, gospodarsko interesno združenje za pospeševanje turizma",,"Cesta na Roglo 11 J, 3214 Zreče",", LTO ROGLA-ZREČE, gospodarsko interesno združenje za pospeševanje turizma"
SKUPNOST ZDRAVSTVENIH ZAVODOV MURSKA SOBOTA,SKUPNOST ZDRAVSTVENIH ZAVODOV MURSKA SOBOTA,,"Ulica arhitekta Novaka 2 B, 9000 Murska Sobota",", SKUPNOST ZDRAVSTVENIH ZAVODOV MURSKA SOBOTA"
"TECES, Tehnološki center za električne stroje","TECES, Tehnološki center za električne stroje",,"Pobreška cesta 20, 2000 Maribor",", TECES, Tehnološki center za električne stroje"
ZVEZA PRIMORSKIH GLASBENIH ŠOL,ZVEZA PRIMORSKIH GLASBENIH ŠOL,,"Ljubljanska cesta 10, 6230 Postojna",", ZVEZA PRIMORSKIH GLASBENIH ŠOL"
ZAVOD ZA ZALOŽNIŠKO DEJAVNOST VZAJEMNOST,ZAVOD ZA ZALOŽNIŠKO DEJAVNOST VZAJEMNOST,,"Dunajska cesta 109, 1000 Ljubljana",", ZAVOD ZA ZALOŽNIŠKO DEJAVNOST VZAJEMNOST"
"ZDRUŽENJE ZGODOVINSKIH MEST SLOVENIJE, Gospodarsko interesno združenje","ZDRUŽENJE ZGODOVINSKIH MEST SLOVENIJE, Gospodarsko interesno združenje",,"Mestni trg 15, 4220 Škofja Loka",", ZDRUŽENJE ZGODOVINSKIH MEST SLOVENIJE, Gospodarsko interesno združenje"
TEHNOLOŠKI CENTER ZA VAKUUMSKO TEHNIKO,TEHNOLOŠKI CENTER ZA VAKUUMSKO TEHNIKO,,"Teslova ulica 30, 1000 Ljubljana",", TEHNOLOŠKI CENTER ZA VAKUUMSKO TEHNIKO"
"HIŠE S TRADICIJO, Zavod za razvoj hiš s tradicijo V ANGLEŠKEM JEZIKU: HOUSES OF TRADITION, Institute for Development Houses of Tradition","HIŠE S TRADICIJO, Zavod za razvoj hiš s tradicijo V ANGLEŠKEM JEZIKU: HOUSES OF TRADITION, Institute for Development Houses of Tradition",,"Mala ulica 8, 1000 Ljubljana",", HIŠE S TRADICIJO, Zavod za razvoj hiš s tradicijo V ANGLEŠKEM JEZIKU: HOUSES OF TRADITION, Institute for Development Houses of Tradition"
GOSPODARSKO INTERESNO ZDRUŽENJE ACS Slovenski avtomobilski grozd,GOSPODARSKO INTERESNO ZDRUŽENJE ACS Slovenski avtomobilski grozd,,"Dimičeva ulica 9, 1000 Ljubljana",", GOSPODARSKO INTERESNO ZDRUŽENJE ACS Slovenski avtomobilski grozd"
USTANOVA ŠTIPENDIJSKA FUNDACIJA ADAMA BOHORIČA KRŠKO,USTANOVA ŠTIPENDIJSKA FUNDACIJA ADAMA BOHORIČA KRŠKO,,"Cesta krških žrtev 46, 8270 Krško",", USTANOVA ŠTIPENDIJSKA FUNDACIJA ADAMA BOHORIČA KRŠKO"
USTANOVA ZA OBNOVO IN OŽIVITEV NARODNEGA DOMA,USTANOVA ZA OBNOVO IN OŽIVITEV NARODNEGA DOMA,,"Sokolska ulica 1, 8000 Novo mesto",", USTANOVA ZA OBNOVO IN OŽIVITEV NARODNEGA DOMA"
"ZDRUŽENJE REGIONALNIH RAZVOJNIH AGENCIJ, Gospodarsko interesno združenje","ZDRUŽENJE REGIONALNIH RAZVOJNIH AGENCIJ, Gospodarsko interesno združenje",,"Tehnološki park 19, 1000 Ljubljana",", ZDRUŽENJE REGIONALNIH RAZVOJNIH AGENCIJ, Gospodarsko interesno združenje"
VISOKOŠOLSKO IN RAZISKOVALNO SREDIŠČE PRIMORSKE NOVA GORICA,VISOKOŠOLSKO IN RAZISKOVALNO SREDIŠČE PRIMORSKE NOVA GORICA,,"Delpinova ulica 18 B, 5000 Nova Gorica",", VISOKOŠOLSKO IN RAZISKOVALNO SREDIŠČE PRIMORSKE NOVA GORICA"
"GIZ VITA POSOČJE, vitalnost duha in telesa","GIZ VITA POSOČJE, vitalnost duha in telesa",,"Trg svobode 4, 5222 Kobarid",", GIZ VITA POSOČJE, vitalnost duha in telesa"
CENTER ZA TRAJNOSTNI RAZVOJ PODEŽELJA KRANJ Razvojni zavod,CENTER ZA TRAJNOSTNI RAZVOJ PODEŽELJA KRANJ Razvojni zavod,,"Župančičeva ulica 22, 4000 Kranj",", CENTER ZA TRAJNOSTNI RAZVOJ PODEŽELJA KRANJ Razvojni zavod"
GOSPODARSKO INTERESNO ZDRUŽENJE GROZD proizvajalcev visoko tehnoloških produktov-v likvidaciji,GOSPODARSKO INTERESNO ZDRUŽENJE GROZD proizvajalcev visoko tehnoloških produktov-v likvidaciji,,"Adamičeva cesta 36, 1290 Grosuplje",", GOSPODARSKO INTERESNO ZDRUŽENJE GROZD proizvajalcev visoko tehnoloških produktov-v likvidaciji"
GOSPODARSKO INTERESNO ZDRUŽENJE GROZD PLASTTEHNIKA,GOSPODARSKO INTERESNO ZDRUŽENJE GROZD PLASTTEHNIKA,,"Kidričeva ulica 25, 3000 Celje",", GOSPODARSKO INTERESNO ZDRUŽENJE GROZD PLASTTEHNIKA"
KABELSKO KOMUNIKACIJSKI SISTEM KOMENDA - MOSTE - KRIŽ,KABELSKO KOMUNIKACIJSKI SISTEM KOMENDA - MOSTE - KRIŽ,,"Zajčeva cesta 23, 1218 Komenda",", KABELSKO KOMUNIKACIJSKI SISTEM KOMENDA - MOSTE - KRIŽ"
"SPOT GIZ, konzorcij za pospeševanje turizma","SPOT GIZ, konzorcij za pospeševanje turizma",,"Zgornji Brnik 130 A, 4210 Brnik - Aerodrom",", SPOT GIZ, konzorcij za pospeševanje turizma"
"KONZORCIJ BRDA, Zavod za trženje in promocijo Brd, Dobrovo","KONZORCIJ BRDA, Zavod za trženje in promocijo Brd, Dobrovo",,"Trg 25. maja 2, 5212 Dobrovo v Brdih",", KONZORCIJ BRDA, Zavod za trženje in promocijo Brd, Dobrovo"
USTANOVA KULTURNO UMETNOSTNEGA SPOMENIKA SAMOSTANSKEGA KOMPLEKSA OLIMJE,USTANOVA KULTURNO UMETNOSTNEGA SPOMENIKA SAMOSTANSKEGA KOMPLEKSA OLIMJE,,"Olimje 82, 3254 Podčetrtek",", USTANOVA KULTURNO UMETNOSTNEGA SPOMENIKA SAMOSTANSKEGA KOMPLEKSA OLIMJE"
"SAVINJA, Zavod za razvoj podeželja in turizma","SAVINJA, Zavod za razvoj podeželja in turizma",,"Foršt 51, 3333 Ljubno ob Savinji",", SAVINJA, Zavod za razvoj podeželja in turizma"
CENTER ZA RAZVOJ PODEŽELJA POSAVJE,CENTER ZA RAZVOJ PODEŽELJA POSAVJE,,"Cesta krških žrtev 46, 8270 Krško",", CENTER ZA RAZVOJ PODEŽELJA POSAVJE"
"TAVČARJEV SKLAD NA LOŠKEM, USTANOVA","TAVČARJEV SKLAD NA LOŠKEM, USTANOVA",,"Šolska ulica 6, 4220 Škofja Loka",", TAVČARJEV SKLAD NA LOŠKEM, USTANOVA"
MEDNARODNA PODIPLOMSKA ŠOLA JOŽEFA STEFANA,MEDNARODNA PODIPLOMSKA ŠOLA JOŽEFA STEFANA,,"Jamova cesta 39, 1000 Ljubljana",", MEDNARODNA PODIPLOMSKA ŠOLA JOŽEFA STEFANA"
"SLOVENSKI GRADBENI GROZD, gospodarsko interesno združenje","SLOVENSKI GRADBENI GROZD, gospodarsko interesno združenje",,"Dimičeva ulica 12, 1000 Ljubljana",", SLOVENSKI GRADBENI GROZD, gospodarsko interesno združenje"
"GOSPODARSKO INTERESNO ZDRUŽENJE GROZD MANJŠIH HOTELOV, TURISTIČNI PRODUKTI NA TEMATSKIH POTEH","GOSPODARSKO INTERESNO ZDRUŽENJE GROZD MANJŠIH HOTELOV, TURISTIČNI PRODUKTI NA TEMATSKIH POTEH",,"Ulica Ivanke Uranjek 2, 3310 Žalec",", GOSPODARSKO INTERESNO ZDRUŽENJE GROZD MANJŠIH HOTELOV, TURISTIČNI PRODUKTI NA TEMATSKIH POTEH"
ZAVOD - KONGRESNOTURISTIČNI URAD,ZAVOD - KONGRESNOTURISTIČNI URAD,,"Vošnjakova ulica 1, 1000 Ljubljana",", ZAVOD - KONGRESNOTURISTIČNI URAD"
SKUPNOST VARSTVENO DELOVNIH CENTROV SLOVENIJE,SKUPNOST VARSTVENO DELOVNIH CENTROV SLOVENIJE,,"Vodnikova cesta 56, 1000 Ljubljana",", SKUPNOST VARSTVENO DELOVNIH CENTROV SLOVENIJE"
"ZAVOD KRPLIVA, Ekološka kmetija Krplivnik","ZAVOD KRPLIVA, Ekološka kmetija Krplivnik",,"Krplivnik 17, 9205 Hodoš - Hodos",", ZAVOD KRPLIVA, Ekološka kmetija Krplivnik"
SKUPNOST ORGANIZACIJ ZA USPOSABLJANJE OSEB S POSEBNIMI POTREBAMI V REPUBLIKI SLOVENIJI,SKUPNOST ORGANIZACIJ ZA USPOSABLJANJE OSEB S POSEBNIMI POTREBAMI V REPUBLIKI SLOVENIJI,,"Linhartova cesta 51, 1000 Ljubljana",", SKUPNOST ORGANIZACIJ ZA USPOSABLJANJE OSEB S POSEBNIMI POTREBAMI V REPUBLIKI SLOVENIJI"
USTANOVA ARTERIJA - FUNDACIJA ZA SLOVENSKO SODOBNO UMETNOST,USTANOVA ARTERIJA - FUNDACIJA ZA SLOVENSKO SODOBNO UMETNOST,,"Windischerjeva ulica 2, 1000 Ljubljana",", USTANOVA ARTERIJA - FUNDACIJA ZA SLOVENSKO SODOBNO UMETNOST"
DELOVNI IN ZAPOSLITVENI CENTER JANEZA LEVCA,DELOVNI IN ZAPOSLITVENI CENTER JANEZA LEVCA,,"Karlovška cesta 18, 1000 Ljubljana",", DELOVNI IN ZAPOSLITVENI CENTER JANEZA LEVCA"
USTANOVA - CENTER ZA EVROPSKO PRIHODNOST,USTANOVA - CENTER ZA EVROPSKO PRIHODNOST,,"Grajska cesta 1, 1234 Mengeš",", USTANOVA - CENTER ZA EVROPSKO PRIHODNOST"
ZVEZA SREDNJIH ŠOL IN DIJAŠKIH DOMOV SLOVENIJE,ZVEZA SREDNJIH ŠOL IN DIJAŠKIH DOMOV SLOVENIJE,,"Ptujska ulica 6, 1000 Ljubljana",", ZVEZA SREDNJIH ŠOL IN DIJAŠKIH DOMOV SLOVENIJE"
MEDNARODNA USTANOVA - FORUM SLOVANSKIH KULTUR,MEDNARODNA USTANOVA - FORUM SLOVANSKIH KULTUR,,"Mestni trg 18, 1000 Ljubljana",", MEDNARODNA USTANOVA - FORUM SLOVANSKIH KULTUR"
ZAVOD ZA CERTIFIKACIJO GOZDOV,ZAVOD ZA CERTIFIKACIJO GOZDOV,,"Gospodinjska ulica 6, 1000 Ljubljana",", ZAVOD ZA CERTIFIKACIJO GOZDOV"
OBMOČNA RAZVOJNA AGENCIJA KRASA IN BRKINOV,OBMOČNA RAZVOJNA AGENCIJA KRASA IN BRKINOV,,"Partizanska cesta 4, 6210 Sežana",", OBMOČNA RAZVOJNA AGENCIJA KRASA IN BRKINOV"
TURIZEM LENDAVA d.o.o.,TURIZEM LENDAVA d.o.o.,,"Glavna ulica 38, 9220 Lendava - Lendva",", TURIZEM LENDAVA d.o.o."
INŠTITUT ZA KONTROLO IN CERTIFIKACIJO V KMETIJSTVU IN GOZDARSTVU MARIBOR,INŠTITUT ZA KONTROLO IN CERTIFIKACIJO V KMETIJSTVU IN GOZDARSTVU MARIBOR,,"Vinarska ulica 14, 2000 Maribor",", INŠTITUT ZA KONTROLO IN CERTIFIKACIJO V KMETIJSTVU IN GOZDARSTVU MARIBOR"
"LOKALNA ENERGETSKA AGENCIJA ZA POMURJE, Zavod za promocijo in pospeševanje trajnostnega energetskega razvoja, Martjanci","LOKALNA ENERGETSKA AGENCIJA ZA POMURJE, Zavod za promocijo in pospeševanje trajnostnega energetskega razvoja, Martjanci",,"Martjanci 36, 9221 Martjanci",", LOKALNA ENERGETSKA AGENCIJA ZA POMURJE, Zavod za promocijo in pospeševanje trajnostnega energetskega razvoja, Martjanci"
GIZ za razvoj turističnih destinacij,GIZ za razvoj turističnih destinacij,,"Savinjska cesta 39, 3330 Mozirje",", GIZ za razvoj turističnih destinacij"
"SINTESIO, USTANOVA","SINTESIO, USTANOVA",,"Ljubljanska cesta 24 A, 4000 Kranj",", SINTESIO, USTANOVA"
INŠTITUT ZA OKOLJE IN PROSTOR,INŠTITUT ZA OKOLJE IN PROSTOR,,"Ipavčeva ulica 18, 3000 Celje",", INŠTITUT ZA OKOLJE IN PROSTOR"
"GORIŠKA LOKALNA ENERGETSKA AGENCIJA, Nova Gorica","GORIŠKA LOKALNA ENERGETSKA AGENCIJA, Nova Gorica",,"Trg Edvarda Kardelja 1, 5000 Nova Gorica",", GORIŠKA LOKALNA ENERGETSKA AGENCIJA, Nova Gorica"
ZDRUŽENJE ŠPORTNIH CENTROV SLOVENIJE,ZDRUŽENJE ŠPORTNIH CENTROV SLOVENIJE,,"Slovenski trg 5, 4000 Kranj",", ZDRUŽENJE ŠPORTNIH CENTROV SLOVENIJE"
"Visoka šola za proizvodno inženirstvo, Celje","Visoka šola za proizvodno inženirstvo, Celje",,"Mariborska cesta 2, 3000 Celje",", Visoka šola za proizvodno inženirstvo, Celje"
"SKLAD DELA SPODNJE PODRAVJE, USTANOVA ZA IZVAJANJE AKTIVNE POLITIKE ZAPOSLOVANJA","SKLAD DELA SPODNJE PODRAVJE, USTANOVA ZA IZVAJANJE AKTIVNE POLITIKE ZAPOSLOVANJA",,"Aškerčeva ulica 1, 2250 Ptuj",", SKLAD DELA SPODNJE PODRAVJE, USTANOVA ZA IZVAJANJE AKTIVNE POLITIKE ZAPOSLOVANJA"
FAKULTETA ZA ZDRAVSTVO JESENICE,FAKULTETA ZA ZDRAVSTVO JESENICE,,"Spodnji Plavž 3, 4270 Jesenice",", FAKULTETA ZA ZDRAVSTVO JESENICE"
SKUPNOST VIŠJIH STROKOVNIH ŠOL REPUBLIKE SLOVENIJE,SKUPNOST VIŠJIH STROKOVNIH ŠOL REPUBLIKE SLOVENIJE,,"Pot na Lavo 22, 3000 Celje",", SKUPNOST VIŠJIH STROKOVNIH ŠOL REPUBLIKE SLOVENIJE"
VISOKA ŠOLA ZA TEHNOLOGIJO POLIMEROV,VISOKA ŠOLA ZA TEHNOLOGIJO POLIMEROV,,"Ozare 19, 2380 Slovenj Gradec",", VISOKA ŠOLA ZA TEHNOLOGIJO POLIMEROV"
"VISOKA ŠOLA ZA VARSTVO OKOLJA, VELENJE","VISOKA ŠOLA ZA VARSTVO OKOLJA, VELENJE",,"Trg mladosti 7, 3320 Velenje",", VISOKA ŠOLA ZA VARSTVO OKOLJA, VELENJE"
"LOKALNA ENERGETSKA AGENTURA SPODNJE PODRAVJE, ZAVOD ZA PROMOCIJO IN POSPEŠEVANJE TRAJNOSTNEGA ENERGETSKEGA RAZVOJA, PTUJ","LOKALNA ENERGETSKA AGENTURA SPODNJE PODRAVJE, ZAVOD ZA PROMOCIJO IN POSPEŠEVANJE TRAJNOSTNEGA ENERGETSKEGA RAZVOJA, PTUJ",,"Prešernova ulica 18, 2250 Ptuj",", LOKALNA ENERGETSKA AGENTURA SPODNJE PODRAVJE, ZAVOD ZA PROMOCIJO IN POSPEŠEVANJE TRAJNOSTNEGA ENERGETSKEGA RAZVOJA, PTUJ"
"LAS MDD zadruga za razvoj podeželja, z.b.o.","LAS MDD zadruga za razvoj podeželja, z.b.o.",,"Mariborska cesta 7, 2360 Radlje ob Dravi",", LAS MDD zadruga za razvoj podeželja, z.b.o."
INOVACIJSKO-RAZVOJNI INŠTITUT UNIVERZE V LJUBLJANI,INOVACIJSKO-RAZVOJNI INŠTITUT UNIVERZE V LJUBLJANI,,"Kongresni trg 12, 1000 Ljubljana",", INOVACIJSKO-RAZVOJNI INŠTITUT UNIVERZE V LJUBLJANI"
ZAVOD MEDGENERACIJSKO SREDIŠČE KOMENDA,ZAVOD MEDGENERACIJSKO SREDIŠČE KOMENDA,,"Glavarjeva cesta 104, 1218 Komenda",", ZAVOD MEDGENERACIJSKO SREDIŠČE KOMENDA"
SOCIALNO VARSTVENI ZAVOD TABER,SOCIALNO VARSTVENI ZAVOD TABER,,"Trg Davorina Jenka 13, 4207 Cerklje na Gorenjskem",", SOCIALNO VARSTVENI ZAVOD TABER"
