Title,First Name,E-mail Address,Business Street,Company
"ZDRUŽENJE REGIONALNIH RAZVOJNIH AGENCIJ, Gospodarsko interesno združenje","ZDRUŽENJE REGIONALNIH RAZVOJNIH AGENCIJ, Gospodarsko interesno združenje",,"Tehnološki park 19, 1000 Ljubljana",", ZDRUŽENJE REGIONALNIH RAZVOJNIH AGENCIJ, Gospodarsko interesno združenje"
"GIZ VITA POSOČJE, vitalnost duha in telesa","GIZ VITA POSOČJE, vitalnost duha in telesa",,"Trg svobode 4, 5222 Kobarid",", GIZ VITA POSOČJE, vitalnost duha in telesa"
GOSPODARSKO INTERESNO ZDRUŽENJE GROZD proizvajalcev visoko tehnoloških produktov-v likvidaciji,GOSPODARSKO INTERESNO ZDRUŽENJE GROZD proizvajalcev visoko tehnoloških produktov-v likvidaciji,,"Adamičeva cesta 36, 1290 Grosuplje",", GOSPODARSKO INTERESNO ZDRUŽENJE GROZD proizvajalcev visoko tehnoloških produktov-v likvidaciji"
GOSPODARSKO INTERESNO ZDRUŽENJE GROZD PLASTTEHNIKA,GOSPODARSKO INTERESNO ZDRUŽENJE GROZD PLASTTEHNIKA,,"Kidričeva ulica 25, 3000 Celje",", GOSPODARSKO INTERESNO ZDRUŽENJE GROZD PLASTTEHNIKA"
"SPOT GIZ, konzorcij za pospeševanje turizma","SPOT GIZ, konzorcij za pospeševanje turizma",,"Zgornji Brnik 130 A, 4210 Brnik - Aerodrom",", SPOT GIZ, konzorcij za pospeševanje turizma"
"SLOVENSKI GRADBENI GROZD, gospodarsko interesno združenje","SLOVENSKI GRADBENI GROZD, gospodarsko interesno združenje",,"Dimičeva ulica 12, 1000 Ljubljana",", SLOVENSKI GRADBENI GROZD, gospodarsko interesno združenje"
"GOSPODARSKO INTERESNO ZDRUŽENJE GROZD MANJŠIH HOTELOV, TURISTIČNI PRODUKTI NA TEMATSKIH POTEH","GOSPODARSKO INTERESNO ZDRUŽENJE GROZD MANJŠIH HOTELOV, TURISTIČNI PRODUKTI NA TEMATSKIH POTEH",,"Ulica Ivanke Uranjek 2, 3310 Žalec",", GOSPODARSKO INTERESNO ZDRUŽENJE GROZD MANJŠIH HOTELOV, TURISTIČNI PRODUKTI NA TEMATSKIH POTEH"
GIZ za razvoj turističnih destinacij,GIZ za razvoj turističnih destinacij,,"Savinjska cesta 39, 3330 Mozirje",", GIZ za razvoj turističnih destinacij"
"POHODNIŠTVO IN KOLESARJENJE, združenje za pohodništvo in kolesarjenje, gospodarsko interesno združenje","POHODNIŠTVO IN KOLESARJENJE, združenje za pohodništvo in kolesarjenje, gospodarsko interesno združenje",,"Dimičeva ulica 13, 1000 Ljubljana",", POHODNIŠTVO IN KOLESARJENJE, združenje za pohodništvo in kolesarjenje, gospodarsko interesno združenje"
Združenje slovenske fotovoltaike (ZSFV) gospodarsko interesno združenje,Združenje slovenske fotovoltaike (ZSFV) gospodarsko interesno združenje,,"Kidričeva ulica 25, 3000 Celje",", Združenje slovenske fotovoltaike (ZSFV) gospodarsko interesno združenje"
"TURISTIČNO ZDRUŽENJE PORTOROŽ, gospodarsko interesno združenje občine Piran ENTE PER IL TURISMO PORTOROSE, Gruppo d interesse economico del Comune di Pirano","TURISTIČNO ZDRUŽENJE PORTOROŽ, gospodarsko interesno združenje občine Piran ENTE PER IL TURISMO PORTOROSE, Gruppo d interesse economico del Comune di Pirano",,"Obala 16, 6320 Portorož - Portorose",", TURISTIČNO ZDRUŽENJE PORTOROŽ, gospodarsko interesno združenje občine Piran ENTE PER IL TURISMO PORTOROSE, Gruppo d interesse economico del Comune di Pirano"
"ZDRUŽENJE DELODAJALCEV SLOVENIJE Gospodarsko interesno združenje, Dimičeva 9, Ljubljana","ZDRUŽENJE DELODAJALCEV SLOVENIJE Gospodarsko interesno združenje, Dimičeva 9, Ljubljana",,"Dimičeva ulica 9, 1000 Ljubljana",", ZDRUŽENJE DELODAJALCEV SLOVENIJE Gospodarsko interesno združenje, Dimičeva 9, Ljubljana"
ZDRUŽENJE KABELSKIH OPERATERJEV SLOVENIJE GIZ,ZDRUŽENJE KABELSKIH OPERATERJEV SLOVENIJE GIZ,,"Celovška cesta 150, 1000 Ljubljana",", ZDRUŽENJE KABELSKIH OPERATERJEV SLOVENIJE GIZ"
KONZORCIJ ZA NAMAKANJE PODRAVJA gospodarsko interesno združenje,KONZORCIJ ZA NAMAKANJE PODRAVJA gospodarsko interesno združenje,,"Kopališka ulica 14, 2325 Kidričevo",", KONZORCIJ ZA NAMAKANJE PODRAVJA gospodarsko interesno združenje"
ZDRUŽENJE IZOBRAŽEVALNIH INSTITUCIJ gospodarsko interesno združenje,ZDRUŽENJE IZOBRAŽEVALNIH INSTITUCIJ gospodarsko interesno združenje,,"Vrti 4, 1356 Dobrova",", ZDRUŽENJE IZOBRAŽEVALNIH INSTITUCIJ gospodarsko interesno združenje"
"TZ IZOLA - Turistično združenje Izola, g.i.z.","TZ IZOLA - Turistično združenje Izola, g.i.z.",,"Ljubljanska ulica 17, 6310 Izola - Isola",", TZ IZOLA - Turistično združenje Izola, g.i.z."
GOSPODARSKO INTERESNO ZDRUŽENJE GEODETSKIH IZVAJALCEV,GOSPODARSKO INTERESNO ZDRUŽENJE GEODETSKIH IZVAJALCEV,,"Jamova cesta 2, 1000 Ljubljana",", GOSPODARSKO INTERESNO ZDRUŽENJE GEODETSKIH IZVAJALCEV"
