Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
"MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE, INŠPEKTORAT RS ZA VARSTVO PRED NARAVNIMI IN DRUGIMI NESREČAMI","MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE, INŠPEKTORAT RS ZA VARSTVO PRED NARAVNIMI IN DRUGIMI NESREČAMI",irsvndn@mors.si,"Vojkova cesta 61, 1000 Ljubljana",", MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE, INŠPEKTORAT RS ZA VARSTVO PRED NARAVNIMI IN DRUGIMI NESREČAMI"
"MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE, UPRAVA RS ZA ZAŠČITO IN REŠEVANJE","MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE, UPRAVA RS ZA ZAŠČITO IN REŠEVANJE",urszr@urszr.si,"Vojkova cesta 61, 1000 Ljubljana",", MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE, UPRAVA RS ZA ZAŠČITO IN REŠEVANJE"
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA KMETIJSTVO, GOZDARSTVO, LOVSTVO IN RIBIŠTVO","MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA KMETIJSTVO, GOZDARSTVO, LOVSTVO IN RIBIŠTVO",irsko.mko@gov.si,"Dunajska cesta 58, 1000 Ljubljana",", MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA KMETIJSTVO, GOZDARSTVO, LOVSTVO IN RIBIŠTVO"
"MINISTRSTVO ZA INFRASTRUKTURO, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA INFRASTRUKTURO","MINISTRSTVO ZA INFRASTRUKTURO, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA INFRASTRUKTURO",gp.irspep@gov.si,"Vožarski pot 12, 1000 Ljubljana",", MINISTRSTVO ZA INFRASTRUKTURO, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA INFRASTRUKTURO"
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO, UPRAVA REPUBLIKE SLOVENIJE ZA VARNO HRANO, VETERINARSTVO IN VARSTVO RASTLIN","MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO, UPRAVA REPUBLIKE SLOVENIJE ZA VARNO HRANO, VETERINARSTVO IN VARSTVO RASTLIN",gp.uvhvvr@gov.si,"Dunajska cesta 22, 1000 Ljubljana",", MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO, UPRAVA REPUBLIKE SLOVENIJE ZA VARNO HRANO, VETERINARSTVO IN VARSTVO RASTLIN"
MINISTRSTVO ZA KULTURO ARHIV REPUBLIKE SLOVENIJE,MINISTRSTVO ZA KULTURO ARHIV REPUBLIKE SLOVENIJE,ars@gov.si,"Zvezdarska ulica 1, 1000 Ljubljana",", MINISTRSTVO ZA KULTURO ARHIV REPUBLIKE SLOVENIJE"
MINISTRSTVO ZA KULTURO INŠPEKTORAT REPUBLIKE SLOVENIJE ZA KULTURO IN MEDIJE,MINISTRSTVO ZA KULTURO INŠPEKTORAT REPUBLIKE SLOVENIJE ZA KULTURO IN MEDIJE,gp.irskm@gov.si,"Metelkova ulica 4, 1000 Ljubljana",", MINISTRSTVO ZA KULTURO INŠPEKTORAT REPUBLIKE SLOVENIJE ZA KULTURO IN MEDIJE"
MINISTRSTVO ZA FINANCE FINANČNA UPRAVA REPUBLIKE SLOVENIJE,MINISTRSTVO ZA FINANCE FINANČNA UPRAVA REPUBLIKE SLOVENIJE,gfu.fu@gov.si,"Šmartinska cesta 55, 1000 Ljubljana",", MINISTRSTVO ZA FINANCE FINANČNA UPRAVA REPUBLIKE SLOVENIJE"
"MINISTRSTVO ZA OKOLJE IN PROSTOR, UPRAVA REPUBLIKE SLOVENIJE ZA JEDRSKO VARNOST","MINISTRSTVO ZA OKOLJE IN PROSTOR, UPRAVA REPUBLIKE SLOVENIJE ZA JEDRSKO VARNOST",gp.ursjv@gov.si,"Litostrojska cesta 54, 1000 Ljubljana",", MINISTRSTVO ZA OKOLJE IN PROSTOR, UPRAVA REPUBLIKE SLOVENIJE ZA JEDRSKO VARNOST"
"MINISTRSTVO ZA OKOLJE IN PROSTOR, AGENCIJA REPUBLIKE SLOVENIJE ZA OKOLJE","MINISTRSTVO ZA OKOLJE IN PROSTOR, AGENCIJA REPUBLIKE SLOVENIJE ZA OKOLJE",gp.arso@gov.si,"Vojkova cesta 1 B, 1000 Ljubljana",", MINISTRSTVO ZA OKOLJE IN PROSTOR, AGENCIJA REPUBLIKE SLOVENIJE ZA OKOLJE"
"MINISTRSTVO ZA OKOLJE IN PROSTOR, GEODETSKA UPRAVA REPUBLIKE SLOVENIJE","MINISTRSTVO ZA OKOLJE IN PROSTOR, GEODETSKA UPRAVA REPUBLIKE SLOVENIJE",pisarna.gu@gov.si,"Zemljemerska ulica 12, 1000 Ljubljana",", MINISTRSTVO ZA OKOLJE IN PROSTOR, GEODETSKA UPRAVA REPUBLIKE SLOVENIJE"
"MINISTRSTVO ZA OKOLJE IN PROSTOR, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA OKOLJE IN PROSTOR","MINISTRSTVO ZA OKOLJE IN PROSTOR, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA OKOLJE IN PROSTOR",gp.irsop@gov.si,"Dunajska cesta 58, 1000 Ljubljana",", MINISTRSTVO ZA OKOLJE IN PROSTOR, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA OKOLJE IN PROSTOR"
"MINISTRSTVO ZA JAVNO UPRAVO, INŠPEKTORAT ZA JAVNI SEKTOR","MINISTRSTVO ZA JAVNO UPRAVO, INŠPEKTORAT ZA JAVNI SEKTOR",gp.ijs@gov.si,"Tržaška cesta 21, 1000 Ljubljana",", MINISTRSTVO ZA JAVNO UPRAVO, INŠPEKTORAT ZA JAVNI SEKTOR"
"MINISTRSTVO ZA INFRASTRUKTURO, UPRAVA REPUBLIKE SLOVENIJE ZA POMORSTVO","MINISTRSTVO ZA INFRASTRUKTURO, UPRAVA REPUBLIKE SLOVENIJE ZA POMORSTVO",ursp.box@gov.si,"Ukmarjev trg 2, 6000 Koper - Capodistria",", MINISTRSTVO ZA INFRASTRUKTURO, UPRAVA REPUBLIKE SLOVENIJE ZA POMORSTVO"
"MINISTRSTVO ZA INFRASTRUKTURO, DIREKCIJA REPUBLIKE SLOVENIJE ZA INFRASTRUKTURO","MINISTRSTVO ZA INFRASTRUKTURO, DIREKCIJA REPUBLIKE SLOVENIJE ZA INFRASTRUKTURO",gp.drsc@gov.si,"Tržaška cesta 19, 1000 Ljubljana",", MINISTRSTVO ZA INFRASTRUKTURO, DIREKCIJA REPUBLIKE SLOVENIJE ZA INFRASTRUKTURO"
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA MEROSLOVJE,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA MEROSLOVJE,gp.mirs@gov.si,"Tkalska ulica 15, 3000 Celje",", MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA MEROSLOVJE"
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA INTELEKTUALNO LASTNINO,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA INTELEKTUALNO LASTNINO,sipo@uil-sipo.si,"Kotnikova ulica 6, 1000 Ljubljana",", MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA INTELEKTUALNO LASTNINO"
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, URAD REPUBLIKE SLOVENIJE ZA MLADINO","MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, URAD REPUBLIKE SLOVENIJE ZA MLADINO",gp-ursm.mizs@gov.si,"Masarykova cesta 16, 1000 Ljubljana",", MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, URAD REPUBLIKE SLOVENIJE ZA MLADINO"
MINISTRSTVO ZA FINANCE URAD REPUBLIKE SLOVENIJE ZA PREPREČEVANJE PRANJA DENARJA,MINISTRSTVO ZA FINANCE URAD REPUBLIKE SLOVENIJE ZA PREPREČEVANJE PRANJA DENARJA,mf.uppd@mf-rs.si,"Cankarjeva cesta 5, 1000 Ljubljana",", MINISTRSTVO ZA FINANCE URAD REPUBLIKE SLOVENIJE ZA PREPREČEVANJE PRANJA DENARJA"
MINISTRSTVO ZA ZDRAVJE ZDRAVSTVENI INŠPEKTORAT REPUBLIKE SLOVENIJE,MINISTRSTVO ZA ZDRAVJE ZDRAVSTVENI INŠPEKTORAT REPUBLIKE SLOVENIJE,gp.zirs@gov.si,"Vožarski pot 12, 1000 Ljubljana",", MINISTRSTVO ZA ZDRAVJE ZDRAVSTVENI INŠPEKTORAT REPUBLIKE SLOVENIJE"
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - TRŽNI INŠPEKTORAT REPUBLIKE SLOVENIJE,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - TRŽNI INŠPEKTORAT REPUBLIKE SLOVENIJE,gp.tirs@gov.si,"Dunajska cesta 160, 1000 Ljubljana",", MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - TRŽNI INŠPEKTORAT REPUBLIKE SLOVENIJE"
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA ŠOLSTVO IN ŠPORT","MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA ŠOLSTVO IN ŠPORT",inspektorat-solstvo.mss@gov.si,"Linhartova cesta 7 A, 1000 Ljubljana",", MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA ŠOLSTVO IN ŠPORT"
MINISTRSTVO ZA PRAVOSODJE UPRAVA RS ZA IZVRŠEVANJE KAZENSKIH SANKCIJ,MINISTRSTVO ZA PRAVOSODJE UPRAVA RS ZA IZVRŠEVANJE KAZENSKIH SANKCIJ,gp.ursiks@gov.si,"Jesenkova ulica 3, 1000 Ljubljana",", MINISTRSTVO ZA PRAVOSODJE UPRAVA RS ZA IZVRŠEVANJE KAZENSKIH SANKCIJ"
